,state_location,zip_location,school_counts,enrollment_mean,g12_enrollment_mean,teachers_fte_mean,g12_students_retained_mean,students_SAT_ACT_mean,salaries_teachers_mean,salaries_total_mean,expenditures_nonpersonnel_mean
12256,TX,78160,1,247.0,61.0,29.0,3.0,22.0,1345499.0,1676663.88,215731.0
12257,TX,78164,1,165.0,43.0,16.0,0.0,25.0,745563.0,845342.25,131534.0
12258,TX,78201,2,1102.0,214.0,66.0,9.0,398.0,3339535.5,4838360.88,1008915.0
12259,TX,78203,1,248.0,58.0,12.0,0.0,100.0,687507.0,1112184.12,323571.0
12260,TX,78204,2,1038.0,228.0,69.0,8.0,367.0,3562361.0,4870550.5,969474.0
12261,TX,78205,2,260.0,62.0,16.0,0.0,80.0,889932.5,1573051.25,750522.5
12262,TX,78207,1,1693.0,315.0,111.0,41.0,566.0,5252053.0,7536345.5,1328231.0
12263,TX,78209,2,1031.0,216.0,72.0,7.0,224.0,3613109.0,5339365.38,222097.5
12264,TX,78210,2,1763.0,364.0,112.0,20.0,656.0,5372661.5,7740749.5,1282245.5
12265,TX,78212,3,802.0,163.0,49.0,3.0,309.0,2366326.33,3425251.83,956142.0
12266,TX,78213,4,1072.0,182.0,72.0,5.0,113.0,3545092.0,4321864.88,492054.5
12267,TX,78214,2,1100.0,215.0,77.0,0.0,426.0,3438931.5,4202951.0,595204.0
12268,TX,78216,1,2932.0,759.0,170.0,28.0,429.0,8110274.0,9752789.0,0.0
12269,TX,78217,1,2391.0,574.0,149.0,15.0,195.0,7216211.0,8884388.0,0.0
12270,TX,78218,1,2819.0,704.0,187.0,18.0,386.0,9259234.0,11358024.0,0.0
12271,TX,78220,1,1132.0,229.0,74.0,11.0,404.0,3287610.0,5285574.5,1005286.0
12272,TX,78221,2,1564.0,330.0,108.0,2.0,287.0,5339179.5,6959230.5,344108.5
12273,TX,78224,2,1413.0,288.0,81.0,12.0,461.0,4290151.0,5208243.22,770387.5
12274,TX,78226,1,1198.0,232.0,81.0,2.0,470.0,3995679.0,5872104.5,2230586.0
12275,TX,78227,2,1620.0,312.0,104.0,14.0,462.0,8332909.92,10393719.9,2695074.28
12276,TX,78228,1,1320.0,297.0,74.0,0.0,511.0,3958099.0,5927518.5,2099331.0
12277,TX,78229,1,843.0,190.0,48.0,0.0,279.0,3834690.0,4845033.5,9973707.0
12278,TX,78233,1,477.0,103.0,21.0,0.0,226.0,1113279.0,1283896.0,396351.0
12279,TX,78234,1,727.0,98.0,68.0,0.0,109.0,3256444.0,4066876.0,868221.0
12280,TX,78236,1,398.0,35.0,36.0,2.0,0.0,2229692.0,2937994.0,353497.0
12281,TX,78238,1,2840.0,600.0,186.0,3.0,716.0,11197894.0,15591652.0,6560511.0
12282,TX,78240,1,2616.0,601.0,155.0,4.0,612.0,10774081.0,13003247.0,16109243.0
12283,TX,78244,1,2124.0,395.0,154.0,23.0,854.0,7027049.0,8323501.0,845449.0
12284,TX,78245,1,772.0,85.0,51.0,0.0,168.0,3403216.0,4624587.5,2013596.0
12285,TX,78247,1,3287.0,755.0,192.0,12.0,377.0,9332827.0,10814698.0,0.0
12286,TX,78249,2,2723.0,630.0,160.0,4.0,786.0,12800611.5,15075381.5,25011688.5
12287,TX,78251,2,2998.0,658.0,168.0,10.0,764.0,12109761.0,14629168.5,7235979.0
12288,TX,78252,1,2375.0,839.0,144.0,23.0,810.0,7524601.0,9346787.0,988035.0
12289,TX,78253,2,2634.0,704.0,154.0,3.0,712.0,10411089.0,13694372.5,5346338.0
12290,TX,78258,1,3517.0,866.0,183.0,22.0,689.0,9638704.0,11256127.0,0.0
12291,TX,78259,1,3086.0,769.0,167.0,11.0,534.0,8401922.0,10024234.0,0.0
12292,TX,78263,1,3132.0,683.0,177.0,14.0,468.0,9164888.0,10862354.0,1299195.0
12293,TX,78266,1,1030.0,1.0,71.0,2.0,190.0,3185536.0,3740361.0,527560.0
12294,TX,78330,1,188.0,13.0,21.0,0.0,13.0,1450480.0,1931051.0,174749.0
12295,TX,78332,1,1314.0,281.0,94.0,7.0,149.0,4156761.0,6160685.5,1667067.0
12296,TX,78336,1,441.0,112.0,38.0,0.0,59.0,1837873.0,2301596.0,646654.0
12297,TX,78339,1,268.0,70.0,28.0,0.0,0.0,1548668.0,1806889.0,562127.0
12298,TX,78341,1,165.0,28.0,15.0,1.0,19.0,692940.0,850890.25,243369.0
12299,TX,78342,1,291.0,49.0,23.0,0.0,0.0,1131323.0,1392467.75,4741.0
12300,TX,78343,1,489.0,105.0,33.0,2.0,94.0,1644179.0,2125056.5,191353.0
12301,TX,78344,1,78.0,23.0,10.0,0.0,0.0,671000.0,875346.25,270361.0
12302,TX,78355,1,405.0,96.0,29.0,0.0,63.0,1324467.0,1901451.0,575685.0
12303,TX,78357,1,214.0,45.0,25.0,4.0,23.0,1193494.0,1741216.0,277675.0
12304,TX,78361,1,312.0,69.0,23.0,0.0,69.0,1933222.0,2406592.75,54597.0
12305,TX,78362,1,648.0,166.0,48.0,4.0,95.0,2550915.0,3056055.25,569995.0
12306,TX,78363,2,663.0,147.0,46.0,4.0,110.0,2114625.0,2560855.0,475572.0
12307,TX,78368,1,411.0,87.0,32.0,4.0,54.0,1418446.0,2134613.5,614008.0
12308,TX,78370,1,288.0,81.0,22.0,1.0,29.0,1207255.0,1458894.5,3491837.0
12309,TX,78372,1,531.0,127.0,40.0,2.0,104.0,1913430.0,2529478.5,194140.0
12310,TX,78373,1,162.0,29.0,18.0,1.0,54.0,1010756.0,1409061.75,422231.0
12311,TX,78374,1,1421.0,322.0,92.0,4.0,236.0,4754757.0,6024788.0,841118.0
12312,TX,78375,1,283.0,23.0,22.0,0.0,16.0,1061993.0,1395880.0,400909.0
12313,TX,78377,1,202.0,52.0,19.0,0.0,29.0,810311.0,907834.0,217247.0
12314,TX,78379,1,231.0,40.0,25.0,0.0,0.0,1344210.0,1752984.0,231834.0
12315,TX,78380,1,690.0,172.0,53.0,2.0,192.0,2125809.0,3192558.75,501313.0
12316,TX,78382,1,781.0,185.0,65.0,0.0,162.0,2844210.0,3501461.0,1001996.0
12317,TX,78384,1,379.0,95.0,31.0,1.0,47.0,1603827.0,2013637.5,275630.0
12318,TX,78387,1,625.0,153.0,46.0,0.0,80.0,2360938.0,3132237.5,35835.0
12319,TX,78389,1,279.0,65.0,22.0,0.0,20.0,943991.0,1129433.75,230852.0
12320,TX,78390,1,318.0,73.0,33.0,2.0,58.0,1162063.0,1924901.12,335320.0
12321,TX,78393,1,192.0,35.0,22.0,0.0,0.0,1317578.0,1643763.38,168830.0
12322,TX,78405,2,427.0,76.0,31.0,0.0,63.0,1263704.5,1672436.5,152599.5
12323,TX,78408,1,1345.0,252.0,85.0,0.0,139.0,4021261.0,5064778.0,418969.0
12324,TX,78410,3,821.0,195.0,64.0,3.0,127.0,3159256.0,4214737.0,1077260.0
12325,TX,78411,2,1832.0,423.0,104.0,6.0,249.0,4977785.0,6294286.0,482505.0
12326,TX,78412,1,1522.0,358.0,89.0,6.0,219.0,4175670.0,5386492.0,450780.0
12327,TX,78414,1,2159.0,448.0,116.0,6.0,441.0,5481878.0,6820389.0,458461.0
12328,TX,78415,1,266.0,54.0,22.0,0.0,78.0,1395440.0,1574460.88,72855.0
12329,TX,78416,1,1614.0,346.0,94.0,11.0,206.0,4473917.0,5721735.0,541408.0
12330,TX,78418,1,1885.0,438.0,126.0,23.0,341.0,6159399.0,9334198.0,1388922.0
12331,TX,78501,4,1793.0,362.0,119.0,268.0,550.0,5347037.0,6917896.75,1441288.0
12332,TX,78516,2,1302.0,246.0,92.0,5.0,276.0,4359625.5,5514952.5,857642.5
12333,TX,78520,3,1472.0,343.0,97.0,17.0,345.0,4499135.0,5959007.0,644521.67
12334,TX,78521,5,1966.0,416.0,132.0,25.0,377.0,5782581.2,7517006.0,894183.8
12335,TX,78537,3,1655.0,321.0,116.0,12.0,383.0,5741696.0,8485746.67,2407014.67
12336,TX,78538,1,272.0,71.0,21.0,0.0,120.0,1110000.0,1343000.0,250000.0
12337,TX,78539,5,2164.0,437.0,151.0,5.0,317.0,7790071.6,9508214.2,653227.0
12338,TX,78541,3,539.0,60.0,56.0,1.0,177.0,1740216.0,2319356.54,265302.33
12339,TX,78542,1,102.0,21.0,4.0,0.0,48.0,196598.0,415557.0,110510.0
12340,TX,78543,1,1394.0,311.0,103.0,3.0,0.0,5812877.0,7633210.0,5299052.0
12341,TX,78550,3,859.0,227.0,61.0,7.0,119.0,2926638.0,3776813.33,520720.67
12342,TX,78552,1,1549.0,439.0,115.0,18.0,192.0,5667257.0,7503448.0,1206625.0
12343,TX,78557,1,1020.0,246.0,77.0,6.0,296.0,3954940.0,4516537.0,239438.0
12344,TX,78559,1,963.0,205.0,69.0,0.0,115.0,3188134.0,4809373.5,274445.0
12345,TX,78560,3,1211.0,261.0,79.0,11.0,154.0,3585916.33,4670853.67,643488.0
12346,TX,78561,1,112.0,20.0,10.0,0.0,26.0,497617.0,586064.06,213099.0
12347,TX,78562,1,162.0,35.0,18.0,0.0,0.0,976646.0,199207.62,219970.0
12348,TX,78566,1,1669.0,765.0,106.0,26.0,0.0,5735257.0,7402402.0,1873195.0
12349,TX,78569,1,475.0,102.0,37.0,4.0,0.0,1837887.0,2169030.75,653660.0
12350,TX,78570,3,919.0,194.0,66.0,2.0,200.0,3536620.67,4334071.33,806180.0
12351,TX,78572,6,1443.0,307.0,98.0,8.0,198.0,4626486.83,5658236.91,1243796.17
12352,TX,78573,1,433.0,101.0,30.0,0.0,97.0,1135600.0,1519197.0,392411.0
12353,TX,78574,2,2208.0,486.0,154.0,21.0,378.0,6524952.5,8136970.5,1248641.0
12354,TX,78575,1,848.0,132.0,56.0,0.0,229.0,3196468.0,3938515.0,1092152.0
12355,TX,78577,5,1349.0,303.0,86.0,10.0,295.0,4255677.4,5580086.6,866602.2
12356,TX,78578,1,697.0,142.0,48.0,9.0,182.0,2031404.0,2603623.0,553706.0
12357,TX,78579,1,560.0,132.0,46.0,1.0,72.0,2271876.0,9005044.0,563184.0
12358,TX,78580,1,529.0,104.0,42.0,0.0,215.0,2189207.0,2958241.0,838263.0
12359,TX,78582,3,1057.0,249.0,80.0,14.0,109.0,3408340.33,4352089.0,196439.0
12360,TX,78583,1,615.0,158.0,49.0,0.0,122.0,2696997.0,3048156.0,585134.0
12361,TX,78584,1,1781.0,402.0,123.0,26.0,602.0,6707376.0,8774227.0,2401903.0
12362,TX,78586,2,1480.0,350.0,92.0,8.0,268.0,4359997.0,5433617.5,1332328.5
12363,TX,78588,1,75.0,20.0,10.0,0.0,25.0,518143.0,518143.0,7000.0
12364,TX,78589,2,1426.0,278.0,96.0,8.0,233.0,4491798.0,5617241.0,706763.5
12365,TX,78590,1,84.0,20.0,9.0,0.0,19.0,396052.0,481411.0,100378.0
12366,TX,78592,1,201.0,48.0,15.0,0.0,29.0,1021510.0,1256859.0,423841.0
12367,TX,78593,1,326.0,77.0,28.0,0.0,0.0,1585401.0,1816050.0,354661.0
12368,TX,78596,3,1587.0,312.0,107.0,8.0,292.0,5344596.0,6320146.67,1324408.0
12369,TX,78599,1,783.0,106.0,46.0,0.0,289.0,2016405.0,2448266.0,551405.0
12370,TX,78602,2,810.0,168.0,51.0,3.0,62.0,2407875.0,3006098.0,372725.0
12371,TX,78606,1,318.0,68.0,25.0,0.0,102.0,1203105.0,1660155.0,198163.0
12372,TX,78610,1,2905.0,590.0,141.0,42.0,528.0,6694587.0,8883644.0,1282048.0
12373,TX,78611,1,899.0,179.0,63.0,0.0,123.0,4055389.0,5156448.5,1385086.0
12374,TX,78612,1,1569.0,336.0,99.0,14.0,113.0,4418061.0,5430528.0,635231.0
12375,TX,78613,2,2176.0,521.0,143.0,3.0,663.0,6607163.5,8046163.5,808571.0
12376,TX,78617,1,3126.0,633.0,189.0,3.0,837.0,8343790.0,9923843.0,3660528.0
12377,TX,78620,1,1869.0,436.0,118.0,1.0,501.0,6584454.0,8423403.0,3230376.0
12378,TX,78621,1,1248.0,282.0,84.0,6.0,273.0,3771258.0,4719286.0,794352.0
12379,TX,78623,1,1023.0,249.0,73.0,6.0,68.0,3377687.0,4358527.0,687488.0
12380,TX,78624,1,989.0,222.0,68.0,8.0,176.0,4597007.0,6245441.0,2048337.0
12381,TX,78626,2,1766.0,423.0,118.0,16.0,550.0,5493584.5,6957381.0,589464.0
12382,TX,78629,1,795.0,172.0,55.0,0.0,106.0,2469613.0,3231071.25,607172.0
12383,TX,78631,1,193.0,49.0,19.0,0.0,27.0,962362.0,1210295.0,553551.0
12384,TX,78634,1,1985.0,437.0,121.0,6.0,359.0,5470333.0,6499554.0,699837.0
12385,TX,78636,1,240.0,70.0,21.0,0.0,50.0,1237203.0,1592381.62,178772.0
12386,TX,78640,1,2566.0,524.0,139.0,43.0,421.0,6373360.0,8235585.0,1427789.0
12387,TX,78641,2,2023.0,584.0,132.0,2.0,506.0,5992791.0,7341805.0,643629.5
12388,TX,78642,1,1121.0,257.0,74.0,7.0,244.0,3129318.0,3657049.0,283330.0
12389,TX,78643,1,539.0,121.0,44.0,1.0,126.0,2011280.0,2621937.5,225453.0
12390,TX,78644,1,1567.0,324.0,91.0,6.0,392.0,4959349.0,5611322.0,863435.0
12391,TX,78645,1,447.0,108.0,29.0,0.0,108.0,1618708.0,1971303.0,100382.0
12392,TX,78648,1,386.0,75.0,27.0,0.0,0.0,1108801.0,1592525.25,381278.0
12393,TX,78653,2,1130.0,236.0,70.0,10.0,406.0,3083511.0,3969287.0,713647.0
12394,TX,78654,1,1191.0,258.0,88.0,9.0,170.0,3871361.0,4762104.0,623941.0
12395,TX,78660,3,1874.0,440.0,120.0,12.0,647.0,5662397.0,6982911.67,1356845.33
12396,TX,78664,2,2684.0,630.0,177.0,20.0,862.0,8026362.0,10429029.5,799762.0
12397,TX,78666,1,2334.0,494.0,159.0,37.0,658.0,7105313.0,8555370.0,1324580.0
12398,TX,78676,1,739.0,189.0,57.0,1.0,158.0,2625218.0,3963578.5,438060.0
12399,TX,78681,1,3359.0,722.0,211.0,12.0,1051.0,9984561.0,12679839.0,1325557.0
12400,TX,78703,1,2267.0,504.0,135.0,500.0,561.0,7192046.0,10238876.0,1074216.0
12401,TX,78704,1,1233.0,258.0,105.0,257.0,221.0,5416067.0,7952276.0,824199.0
12402,TX,78717,1,407.0,13.0,40.0,0.0,36.0,2125625.0,2899107.5,1944333.0
12403,TX,78721,2,496.0,108.0,40.0,67.0,74.0,1860224.0,3105335.0,1885800.5
12404,TX,78724,2,992.0,222.0,66.0,218.0,242.0,3395856.5,5108497.0,653736.0
12405,TX,78729,1,2664.0,592.0,176.0,12.0,933.0,8380686.0,10670506.0,1275146.0
12406,TX,78738,1,3080.0,679.0,161.0,0.0,754.0,7204089.0,8526411.0,1624921.0
12407,TX,78744,2,581.0,39.0,47.0,0.0,60.0,2416435.5,3525927.88,1476741.0
12408,TX,78745,1,1466.0,324.0,107.0,318.0,221.0,5533215.0,8217794.5,847887.0
12409,TX,78746,1,2683.0,646.0,182.0,5.0,889.0,8228166.0,9922003.0,991741.0
12410,TX,78748,1,2765.0,588.0,164.0,581.0,488.0,8625667.0,12303559.0,1316207.0
12411,TX,78749,1,2880.0,685.0,170.0,683.0,831.0,9046930.0,12682877.0,1295891.0
12412,TX,78750,2,2660.0,602.0,160.0,4.0,885.0,7757949.5,9734643.5,888400.5
12413,TX,78752,2,684.0,147.0,49.0,133.0,119.0,2547603.5,3907103.66,640801.0
12414,TX,78753,1,1857.0,428.0,132.0,7.0,592.0,5705117.0,7006704.0,552642.0
12415,TX,78754,1,705.0,143.0,58.0,1.0,147.0,2720032.0,3724387.0,746243.0
12416,TX,78756,1,1761.0,416.0,108.0,412.0,405.0,5993766.0,8698150.0,862280.0
12417,TX,78758,1,1586.0,295.0,114.0,284.0,154.0,5972998.0,8497741.0,901133.0
12418,TX,78759,1,2222.0,552.0,135.0,547.0,594.0,7183991.0,10259192.0,1039776.0
12419,TX,78801,1,1250.0,268.0,87.0,0.0,513.0,4825919.0,6370179.0,1189549.0
12420,TX,78828,1,107.0,17.0,14.0,0.0,26.0,747819.0,1130257.62,79367.0
12421,TX,78832,1,167.0,42.0,22.0,2.0,0.0,1108120.0,1359494.0,387267.0
12422,TX,78834,1,612.0,125.0,42.0,0.0,42.0,3203181.0,4196116.0,384849.0
12423,TX,78839,1,525.0,120.0,33.0,2.0,80.0,1758341.0,2606302.0,726949.0
12424,TX,78840,1,2691.0,701.0,148.0,63.0,242.0,7369211.0,9354531.0,4037926.0
12425,TX,78852,2,2189.0,423.0,132.0,20.0,270.0,6307065.0,8132646.25,2215593.5
12426,TX,78861,1,634.0,138.0,52.0,1.0,0.0,2967399.0,11766360.0,775600.0
12427,TX,78872,1,204.0,31.0,23.0,0.0,0.0,1118916.0,1254271.62,181280.0
12428,TX,78881,1,177.0,50.0,13.0,1.0,49.0,708433.0,1192629.5,262245.0
12429,TX,78932,1,110.0,13.0,14.0,0.0,23.0,631821.0,898797.25,100656.0
12430,TX,78934,1,470.0,104.0,38.0,3.0,65.0,1554829.0,2024424.0,506266.0
12431,TX,78941,1,297.0,36.0,33.0,0.0,13.0,1241115.0,1591671.88,122070.0
12432,TX,78942,2,422.0,80.0,61.0,0.0,40.0,1795603.5,2336768.38,185897.5
12433,TX,78945,1,629.0,129.0,51.0,4.0,103.0,2452368.0,2874619.25,445212.0
12434,TX,78947,1,289.0,67.0,30.0,1.0,81.0,490013.0,1058093.38,322922.0
12435,TX,78956,1,396.0,61.0,35.0,0.0,51.0,1579191.0,2101117.0,185658.0
12436,TX,78957,1,541.0,118.0,50.0,0.0,96.0,2272544.0,2689942.75,457678.0
12437,TX,78962,1,208.0,52.0,20.0,0.0,0.0,954606.0,1161501.88,400910.0
12438,TX,79005,1,180.0,19.0,21.0,0.0,19.0,836988.0,1144058.0,190846.0
12439,TX,79007,1,748.0,187.0,61.0,1.0,70.0,2585580.0,3351539.0,1392918.0
12440,TX,79009,1,134.0,30.0,18.0,2.0,35.0,744020.0,932173.0,48592.0
12441,TX,79012,1,464.0,117.0,46.0,1.0,158.0,2399036.0,2838453.0,523555.0
12442,TX,79014,1,280.0,78.0,28.0,0.0,115.0,1230286.0,1637016.75,538247.0
12443,TX,79015,1,1128.0,271.0,83.0,4.0,506.0,4498071.0,5322597.5,909424.0
12444,TX,79019,1,160.0,24.0,18.0,0.0,19.0,779429.0,1070070.0,154460.0
12445,TX,79022,1,511.0,115.0,43.0,0.0,65.0,2008530.0,2358374.0,375359.0
12446,TX,79027,1,317.0,61.0,38.0,0.0,0.0,2384763.0,2724298.0,622481.0
12447,TX,79029,1,1060.0,200.0,85.0,3.0,98.0,3643291.0,4921074.0,599750.0
12448,TX,79031,1,112.0,27.0,15.0,0.0,22.0,576613.0,728727.5,494232.0
12449,TX,79035,1,298.0,71.0,30.0,0.0,21.0,1454408.0,1993397.38,528645.0
12450,TX,79036,1,210.0,37.0,23.0,0.0,61.0,974577.0,1229926.5,350563.0
12451,TX,79040,1,131.0,26.0,18.0,0.0,30.0,1092351.0,1398089.0,236000.0
12452,TX,79041,1,172.0,42.0,19.0,0.0,13.0,743065.0,949973.19,151541.0
12453,TX,79042,1,118.0,22.0,13.0,0.0,16.0,634500.0,773077.88,102207.0
12454,TX,79045,1,1091.0,212.0,77.0,5.0,65.0,3559518.0,4238161.0,387492.0
12455,TX,79052,1,97.0,12.0,11.0,0.0,0.0,487219.0,760422.31,159649.0
12456,TX,79064,1,195.0,41.0,21.0,0.0,59.0,988716.0,1209318.62,244525.0
12457,TX,79065,1,929.0,213.0,69.0,14.0,261.0,2960841.0,3625098.0,410481.0
12458,TX,79068,1,217.0,51.0,21.0,2.0,74.0,1081755.0,1425766.0,189790.0
12459,TX,79070,1,577.0,127.0,59.0,1.0,122.0,2878980.0,4225763.0,1151795.0
12460,TX,79072,1,1388.0,305.0,96.0,1.0,413.0,4221184.0,5394246.0,824069.0
12461,TX,79079,1,100.0,21.0,15.0,0.0,18.0,538725.0,653103.19,146951.0
12462,TX,79081,1,267.0,71.0,24.0,0.0,0.0,1199254.0,1537400.0,378221.0
12463,TX,79083,1,215.0,47.0,31.0,0.0,34.0,1661409.0,2204851.0,233332.0
12464,TX,79084,1,152.0,44.0,21.0,0.0,37.0,1086434.0,1224395.88,126985.0
12465,TX,79086,1,171.0,45.0,18.0,0.0,50.0,719024.0,928980.75,85534.0
12466,TX,79088,1,317.0,73.0,31.0,0.0,54.0,1622336.0,1987630.88,481897.0
12467,TX,79092,1,129.0,31.0,18.0,0.0,44.0,1046002.0,1172854.25,114257.0
12468,TX,79095,1,152.0,34.0,18.0,0.0,0.0,887729.0,1073780.88,90574.0
12469,TX,79097,1,147.0,22.0,16.0,0.0,15.0,662775.0,778676.31,86717.0
12470,TX,79102,1,2270.0,453.0,141.0,73.0,0.0,7451542.0,9627843.0,1592513.0
12471,TX,79103,1,1956.0,379.0,133.0,68.0,0.0,6607086.0,8746298.0,1433803.0
12472,TX,79106,1,21.0,4.0,29.0,4.0,0.0,1480653.0,1790999.75,359429.0
12473,TX,79107,1,2008.0,400.0,137.0,120.0,0.0,6892749.0,8957617.0,1353732.0
12474,TX,79108,2,308.0,78.0,27.0,2.0,40.0,1120796.0,1386767.62,270646.0
12475,TX,79109,1,2116.0,508.0,130.0,39.0,0.0,6954175.0,9214374.0,1713346.0
12476,TX,79118,1,1700.0,385.0,106.0,5.0,675.0,5390459.0,6488950.5,994309.0
12477,TX,79201,1,312.0,56.0,32.0,1.0,0.0,1237713.0,1862381.38,266098.0
12478,TX,79225,1,99.0,17.0,10.0,0.0,12.0,507017.0,625189.38,155385.0
12479,TX,79226,1,126.0,32.0,16.0,1.0,23.0,834343.0,933745.69,110018.0
12480,TX,79235,1,173.0,36.0,22.0,0.0,51.0,696311.0,994273.94,526819.0
12481,TX,79241,1,139.0,39.0,17.0,3.0,18.0,657530.0,887971.06,131437.0
12482,TX,79245,1,137.0,23.0,15.0,0.0,19.0,707670.0,707670.0,160348.0
12483,TX,79252,1,155.0,37.0,17.0,0.0,0.0,873795.0,1050075.0,378720.0
12484,TX,79311,1,228.0,42.0,26.0,0.0,40.0,1282859.0,1549337.0,427333.0
12485,TX,79316,1,451.0,99.0,39.0,1.0,41.0,1653478.0,2267781.0,421703.0
12486,TX,79322,1,195.0,27.0,20.0,0.0,25.0,-2.0,0.0,0.0
12487,TX,79323,1,487.0,126.0,40.0,0.0,61.0,2090319.0,2733479.25,343989.0
12488,TX,79325,1,147.0,26.0,21.0,0.0,32.0,1305684.0,1508073.88,128265.0
12489,TX,79329,1,292.0,80.0,31.0,0.0,59.0,1474364.0,1752893.62,348456.0
12490,TX,79331,1,491.0,126.0,33.0,0.0,49.0,1418963.0,2546950.25,325447.0
12491,TX,79336,1,773.0,178.0,65.0,8.0,74.0,2603401.0,3220768.0,299341.0
12492,TX,79339,1,374.0,80.0,30.0,4.0,34.0,1247041.0,1691071.88,222012.0
12493,TX,79343,1,115.0,24.0,16.0,0.0,19.0,772254.0,1112408.0,277990.0
12494,TX,79347,1,362.0,87.0,35.0,1.0,88.0,1749600.0,2146112.0,485143.0
12495,TX,79350,1,213.0,47.0,20.0,1.0,0.0,975106.0,1245076.0,3038118.0
12496,TX,79355,1,112.0,25.0,15.0,0.0,19.0,611713.0,835739.31,147758.0
12497,TX,79356,1,222.0,50.0,26.0,0.0,0.0,1034624.0,1296543.0,332622.0
12498,TX,79357,1,129.0,31.0,19.0,0.0,12.0,771841.0,1067345.5,301423.0
12499,TX,79360,1,760.0,153.0,64.0,2.0,137.0,3028559.0,4136225.0,511551.0
12500,TX,79363,1,443.0,112.0,45.0,0.0,101.0,1985330.0,2454616.0,524705.0
12501,TX,79364,1,356.0,79.0,38.0,0.0,79.0,1783034.0,2319624.5,1896421.0
12502,TX,79367,1,216.0,29.0,19.0,0.0,22.0,701796.0,1131792.38,166704.0
12503,TX,79371,1,154.0,28.0,19.0,0.0,60.0,1122133.0,1406241.0,332863.0
12504,TX,79372,1,187.0,41.0,18.0,0.0,45.0,1312205.0,1536055.0,645684.0
12505,TX,79373,1,151.0,27.0,19.0,0.0,12.0,992847.0,1379916.38,314111.0
12506,TX,79382,1,2697.0,587.0,174.0,9.0,972.0,7249307.0,9006144.0,1539127.0
12507,TX,79401,1,1979.0,481.0,124.0,7.0,532.0,5369244.0,6524838.0,1314325.0
12508,TX,79403,3,502.0,85.0,42.0,3.0,80.0,1587772.33,2240920.29,514382.67
12509,TX,79410,1,2134.0,448.0,135.0,31.0,493.0,5273457.0,6458892.0,743649.0
12510,TX,79413,1,2120.0,472.0,138.0,20.0,457.0,5623365.0,6790957.0,520539.0
12511,TX,79423,1,1519.0,304.0,123.0,0.0,359.0,5876491.0,7230485.0,240229.0
12512,TX,79501,1,228.0,58.0,22.0,1.0,65.0,1006172.0,1357656.0,168674.0
12513,TX,79502,1,123.0,12.0,13.0,0.0,9.0,677378.0,1117292.0,144320.0
12514,TX,79503,1,36.0,6.0,6.0,0.0,6.0,299973.0,478665.31,801119.0
12515,TX,79504,1,88.0,19.0,12.0,1.0,0.0,741921.0,936802.88,276872.0
12516,TX,79510,2,255.0,56.0,24.0,1.0,54.0,1506623.5,1786976.62,94979.0
12517,TX,79511,1,251.0,50.0,20.0,1.0,0.0,612060.0,1668141.0,191727.0
12518,TX,79512,1,242.0,68.0,21.0,0.0,111.0,933270.0,1261657.12,225590.0
12519,TX,79520,1,156.0,23.0,16.0,0.0,26.0,681164.0,879545.75,270731.0
12520,TX,79521,1,158.0,35.0,25.0,5.0,60.0,1002020.0,1928582.38,645398.0
12521,TX,79525,1,209.0,49.0,24.0,0.0,25.0,1276505.0,1426293.12,373282.0
12522,TX,79529,1,81.0,11.0,11.0,0.0,13.0,437626.0,539968.19,729098.0
12523,TX,79536,1,314.0,80.0,32.0,2.0,77.0,1544749.0,1886406.0,479349.0
12524,TX,79543,1,82.0,22.0,9.0,0.0,25.0,419089.0,566142.12,1.0
12525,TX,79545,1,257.0,26.0,24.0,5.0,0.0,803370.0,1662495.0,150678.0
12526,TX,79546,1,128.0,16.0,15.0,0.0,19.0,740419.0,904288.0,199471.0
12527,TX,79549,1,729.0,171.0,56.0,0.0,39.0,2023415.0,2470405.25,790772.0
12528,TX,79553,1,184.0,46.0,20.0,0.0,0.0,867170.0,1158424.0,672830.0
12529,TX,79556,1,530.0,100.0,43.0,0.0,82.0,1821154.0,2346200.0,307021.0
12530,TX,79562,1,347.0,72.0,32.0,0.0,125.0,1419017.0,1751676.25,596791.0
12531,TX,79567,1,165.0,40.0,17.0,1.0,37.0,885222.0,1086911.0,305321.0
12532,TX,79601,1,357.0,76.0,21.0,0.0,68.0,1028453.0,1225390.75,93776.0
12533,TX,79603,1,2137.0,437.0,138.0,17.0,353.0,6794376.0,8401906.0,561431.0
12534,TX,79605,1,1787.0,371.0,130.0,9.0,309.0,6423226.0,8130989.5,487381.0
12535,TX,79606,1,1164.0,234.0,80.0,4.0,222.0,3701269.0,4359599.0,5687626.0
12536,TX,79701,1,2374.0,636.0,131.0,14.0,275.0,6615959.0,8090421.0,337103.0
12537,TX,79705,1,299.0,50.0,16.0,0.0,100.0,967259.0,1201929.0,26819.0
12538,TX,79706,1,720.0,153.0,49.0,6.0,63.0,2455663.0,2818567.0,275950.0
12539,TX,79707,1,2209.0,596.0,128.0,12.0,269.0,6586621.0,8153970.0,377490.0
12540,TX,79714,1,1056.0,199.0,72.0,1.0,150.0,3354030.0,4163699.0,2209702.0
12541,TX,79720,1,1065.0,218.0,75.0,8.0,0.0,3080754.0,3927713.0,523854.0
12542,TX,79731,1,324.0,77.0,32.0,0.0,163.0,1602252.0,2282320.0,47680.0
