,state_location,zip_location,school_counts,enrollment_mean,g12_enrollment_mean,teachers_fte_mean,g12_students_retained_mean,students_SAT_ACT_mean,salaries_teachers_mean,salaries_total_mean,expenditures_nonpersonnel_mean
0,AK,99502,1,1652.0,419.0,77.0,12.0,293.0,4908340.0,6383338.0,178682.0
1,AK,99503,1,286.0,38.0,15.0,0.0,36.0,964545.0,1314766.75,20079.0
2,AK,99504,2,779.0,150.0,46.0,16.0,69.0,2424280.0,3278560.12,89804.0
3,AK,99507,1,1594.0,406.0,74.0,28.0,181.0,4450604.0,6008551.5,156488.0
4,AK,99508,1,2031.0,509.0,107.0,63.0,167.0,5537667.0,7326735.0,253944.0
5,AK,99516,1,1411.0,312.0,62.0,10.0,281.0,4141109.0,5589436.5,128804.0
6,AK,99517,1,1805.0,430.0,83.0,16.0,226.0,5001829.0,6627917.0,201772.0
7,AK,99557,1,50.0,14.0,4.0,1.0,14.0,254067.0,385839.0,54120.0
8,AK,99559,1,475.0,70.0,33.0,3.0,7.0,2468401.0,3165306.0,1564874.0
9,AK,99567,1,1004.0,235.0,49.0,22.0,138.0,3024024.0,4208956.5,105275.0
10,AK,99574,1,155.0,21.0,11.0,4.0,18.0,791454.0,1130125.0,874302.0
11,AK,99576,1,232.0,33.0,18.0,0.0,37.0,1210075.0,1540430.25,811982.0
12,AK,99577,1,876.0,203.0,37.0,6.0,147.0,2464901.0,3570822.75,118604.0
13,AK,99588,1,128.0,18.0,6.0,0.0,9.0,545838.0,832276.0,315837.0
14,AK,99603,1,401.0,83.0,26.0,5.0,27.0,1938039.0,2263942.0,72216.0
15,AK,99607,1,61.0,5.0,5.0,1.0,0.0,345711.0,571634.0,56591.0
16,AK,99611,1,462.0,82.0,29.0,1.0,31.0,2312488.0,2650914.5,92428.0
17,AK,99615,1,657.0,162.0,36.0,19.0,201.0,2394190.0,3623402.0,168071.0
18,AK,99623,1,610.0,47.0,33.0,0.0,14.0,1818824.0,2460881.25,99070.0
19,AK,99633,1,63.0,15.0,5.0,0.0,15.0,378028.0,447529.34,365580.0
20,AK,99635,1,367.0,48.0,26.0,2.0,34.0,2017562.0,2290086.75,88955.0
21,AK,99645,3,682.0,179.0,31.0,0.0,159.0,1861046.67,2607732.21,435977.33
22,AK,99652,1,370.0,87.0,22.0,0.0,26.0,1210702.0,1758073.5,46226.0
23,AK,99654,1,929.0,202.0,48.0,0.0,139.0,2880828.0,3900072.25,172638.0
24,AK,99664,1,183.0,44.0,11.0,2.0,12.0,855474.0,1007539.81,40609.0
25,AK,99669,2,326.0,94.0,20.0,5.0,24.0,1526840.5,1760880.44,55111.5
26,AK,99676,1,192.0,20.0,14.0,0.0,41.0,1060806.0,1333609.88,36385.0
27,AK,99685,1,184.0,29.0,14.0,0.0,45.0,1323614.0,1986674.88,2943992.0
28,AK,99686,1,174.0,31.0,14.0,0.0,34.0,1245522.0,1878173.0,124137.0
29,AK,99701,1,1023.0,177.0,53.0,13.0,75.0,3404105.0,5080437.5,368313.0
30,AK,99702,1,351.0,43.0,22.0,3.0,15.0,1949772.0,2804816.0,206699.0
31,AK,99705,2,447.0,103.0,25.0,5.0,40.0,1806916.5,2467986.5,236894.0
32,AK,99709,2,574.0,113.0,30.0,6.0,39.0,2002616.0,2859091.16,246469.0
33,AK,99723,1,223.0,52.0,20.0,6.0,17.0,1529618.0,2041506.25,1328087.0
34,AK,99737,1,190.0,46.0,13.0,0.0,17.0,850705.0,1175593.88,26510.0
35,AK,99741,2,139.0,30.0,12.0,0.0,4.0,695499.0,776667.5,322895.0
36,AK,99752,1,323.0,41.0,24.0,0.0,27.0,1583324.0,2145663.5,52239.0
37,AK,99762,1,232.0,37.0,20.0,2.0,21.0,1475651.0,1965358.0,139823.0
38,AK,99801,2,642.0,152.0,34.0,4.0,143.0,2717031.0,3486748.25,210775.0
39,AK,99827,1,77.0,19.0,6.0,1.0,9.0,478623.0,535675.0,1370247.0
40,AK,99829,1,58.0,9.0,5.0,0.0,2.0,444433.0,888866.0,103783.0
41,AK,99833,1,151.0,45.0,10.0,0.0,66.0,1035636.0,1213606.0,318508.0
42,AK,99835,2,382.0,98.0,24.0,0.0,76.0,1475621.5,2259103.5,2546649.5
43,AK,99901,1,577.0,147.0,37.0,0.0,110.0,2589119.0,5691838.0,4007734.0
44,AK,99921,1,82.0,19.0,8.0,0.0,20.0,573430.0,811974.0,118824.0
45,AK,99926,1,89.0,30.0,4.0,0.0,0.0,192122.0,429387.0,152708.0
46,AK,99929,1,79.0,21.0,7.0,0.0,27.0,683903.0,1186180.88,170763.0
47,AL,35004,1,696.0,152.0,37.0,0.0,242.0,1840399.0,2296845.25,416793.0
48,AL,35005,1,1007.0,283.0,50.0,0.0,253.0,1069084.0,1765910.88,312383.0
49,AL,35007,1,1981.0,476.0,114.0,36.0,498.0,5602782.0,7390576.5,12231834.0
50,AL,35010,1,876.0,214.0,50.0,5.0,227.0,2716048.0,3609451.75,1537403.0
51,AL,35014,1,327.0,37.0,19.0,0.0,46.0,976756.0,1372915.62,43853.0
52,AL,35016,1,760.0,188.0,49.0,0.0,173.0,2824211.0,3498933.0,143455.0
53,AL,35022,1,949.0,201.0,42.0,17.0,208.0,2399345.0,3117252.5,640298.0
54,AL,35023,2,956.0,190.0,52.0,6.0,175.0,1916067.5,2545204.25,314295.5
55,AL,35031,2,546.0,83.0,30.0,2.0,98.0,1392419.5,2080906.12,3692252.5
56,AL,35033,1,294.0,70.0,15.0,0.0,139.0,879187.0,1293178.0,555128.0
57,AL,35040,1,865.0,198.0,44.0,12.0,198.0,2223011.0,2774613.5,753594.0
58,AL,35042,1,510.0,119.0,29.0,0.0,128.0,1462128.0,1942782.62,239973.0
59,AL,35043,1,1235.0,284.0,65.0,0.0,385.0,3337547.0,4089423.75,1171400.0
60,AL,35044,1,408.0,105.0,23.0,0.0,98.0,914961.0,1327103.62,2000.0
61,AL,35045,1,806.0,168.0,32.0,2.0,184.0,2245832.0,2992494.5,38075.0
62,AL,35049,1,385.0,64.0,21.0,1.0,94.0,995458.0,1585738.25,796771.0
63,AL,35051,1,546.0,141.0,36.0,4.0,159.0,1705165.0,2274511.0,621970.0
64,AL,35055,1,928.0,238.0,55.0,0.0,208.0,2870821.0,3275533.0,67418.0
65,AL,35057,2,522.0,127.0,26.0,0.0,138.0,1468273.5,1662042.19,311298.5
66,AL,35058,1,495.0,112.0,27.0,0.0,248.0,1525495.0,2098604.5,597965.0
67,AL,35062,2,528.0,128.0,30.0,0.0,67.0,1516318.0,1963051.56,124039.5
68,AL,35064,1,769.0,115.0,35.0,15.0,314.0,2225527.0,2651389.0,2000576.0
69,AL,35071,1,1061.0,255.0,59.0,5.0,0.0,3052384.0,3749008.75,569697.0
70,AL,35077,1,391.0,90.0,18.0,1.0,182.0,1092237.0,1547072.12,321777.0
71,AL,35079,1,862.0,182.0,46.0,2.0,154.0,2271610.0,3296215.75,977222.0
72,AL,35080,1,1281.0,306.0,66.0,0.0,287.0,3305721.0,4044418.5,1189374.0
73,AL,35083,1,338.0,93.0,18.0,0.0,175.0,1058994.0,1607508.25,200040.0
74,AL,35085,1,643.0,151.0,30.0,1.0,163.0,1955652.0,2531843.75,97778.0
75,AL,35091,1,751.0,158.0,42.0,0.0,566.0,1130733.0,1728779.25,391072.0
76,AL,35094,1,493.0,125.0,19.0,4.0,97.0,1602720.0,2002543.0,596468.0
77,AL,35096,1,513.0,126.0,29.0,1.0,176.0,1514032.0,1637759.88,9433.0
78,AL,35097,1,505.0,103.0,26.0,2.0,83.0,1198640.0,1802836.5,2491218.0
79,AL,35111,1,1058.0,262.0,57.0,7.0,267.0,3027549.0,3697716.25,404509.0
80,AL,35115,1,415.0,88.0,27.0,3.0,129.0,1328099.0,1802833.25,444936.0
81,AL,35120,1,574.0,144.0,32.0,1.0,143.0,1602349.0,1962091.12,395891.0
82,AL,35121,1,452.0,106.0,26.0,1.0,108.0,1285642.0,1557614.25,916819.0
83,AL,35124,1,945.0,212.0,60.0,0.0,429.0,3119741.0,4363964.5,608998.0
84,AL,35125,1,1129.0,239.0,68.0,13.0,259.0,3118700.0,4020186.25,2444666.0
85,AL,35126,2,1144.0,294.0,64.0,1.0,332.0,1739696.5,2459032.75,437192.5
86,AL,35127,1,715.0,120.0,42.0,0.0,112.0,932468.0,1487022.25,195297.0
87,AL,35136,1,273.0,59.0,13.0,0.0,45.0,568023.0,764724.0,113346.0
88,AL,35146,1,691.0,165.0,35.0,13.0,290.0,1980404.0,2451866.25,405681.0
89,AL,35150,2,552.0,123.0,30.0,0.0,112.0,1548618.5,2071193.31,433167.5
90,AL,35160,2,348.0,80.0,24.0,2.0,54.0,1040481.5,1420890.47,550852.5
91,AL,35173,1,1489.0,358.0,84.0,0.0,357.0,5237061.0,6964684.0,936604.0
92,AL,35178,1,468.0,60.0,36.0,2.0,50.0,1536904.0,2059010.88,391931.0
93,AL,35179,1,321.0,70.0,18.0,1.0,145.0,993318.0,1437085.5,1304214.0
94,AL,35184,1,445.0,88.0,27.0,0.0,108.0,1340264.0,1734076.75,152585.0
95,AL,35204,1,696.0,171.0,45.0,17.0,0.0,2070586.0,2719466.0,315984.0
96,AL,35205,1,800.0,201.0,46.0,0.0,173.0,2487311.0,3124733.5,448596.0
97,AL,35207,1,771.0,183.0,48.0,11.0,0.0,2093099.0,2775380.75,313323.0
98,AL,35209,1,1226.0,298.0,91.0,9.0,524.0,5676600.0,7524271.5,646054.0
99,AL,35210,1,1338.0,348.0,71.0,16.0,431.0,1509653.0,2504066.25,516123.0
100,AL,35212,1,745.0,150.0,43.0,20.0,0.0,2127301.0,2756192.25,385617.0
101,AL,35215,2,1066.0,266.0,64.0,139.0,256.0,2687632.5,3448488.38,393119.5
102,AL,35216,1,2032.0,523.0,144.0,9.0,497.0,7281843.0,9812767.0,6444792.0
103,AL,35217,2,536.0,69.0,28.0,4.0,28.0,1751825.0,2246224.44,567392.0
104,AL,35218,1,856.0,200.0,47.0,13.0,144.0,2548077.0,3275492.5,401435.0
105,AL,35221,1,736.0,194.0,45.0,22.0,97.0,2217842.0,2889493.25,352195.0
106,AL,35223,1,1051.0,364.0,86.0,10.0,338.0,5420910.0,7038928.5,5113592.0
107,AL,35228,1,337.0,73.0,19.0,0.0,90.0,1018492.0,1345565.88,69680.0
108,AL,35242,2,1599.0,419.0,100.0,3.0,514.0,5592705.5,6727208.25,1102536.0
109,AL,35244,1,2891.0,704.0,202.0,11.0,1189.0,11382699.0,13378047.0,579038.0
110,AL,35401,1,755.0,164.0,39.0,2.0,216.0,1574956.0,2261552.0,1149424.0
111,AL,35404,1,388.0,97.0,27.0,4.0,74.0,2201952.0,2590418.5,55191.0
112,AL,35405,1,1371.0,329.0,76.0,15.0,300.0,4253663.0,7670198.0,182386.0
113,AL,35406,1,1002.0,250.0,58.0,8.0,429.0,1954524.0,2649429.5,1934306.0
114,AL,35442,1,260.0,71.0,16.0,0.0,114.0,797145.0,1093332.38,124378.0
115,AL,35444,1,1000.0,250.0,55.0,3.0,0.0,2720704.0,3383046.0,50778.0
116,AL,35446,1,503.0,115.0,28.0,0.0,121.0,1597231.0,1762229.88,24558.0
117,AL,35453,1,1169.0,293.0,57.0,5.0,563.0,2003275.0,2663808.75,1319365.0
118,AL,35462,1,340.0,87.0,14.0,6.0,75.0,1726329.0,2314566.0,409474.0
119,AL,35466,1,561.0,90.0,28.0,0.0,92.0,1506337.0,1868862.0,183545.0
120,AL,35474,1,387.0,94.0,22.0,5.0,208.0,1015428.0,1490427.0,194579.0
121,AL,35475,2,994.0,224.0,58.0,22.0,218.0,2455984.0,3065818.0,1081093.5
122,AL,35481,1,221.0,42.0,14.0,0.0,0.0,814567.0,1101716.12,137104.0
123,AL,35501,1,802.0,189.0,52.0,0.0,175.0,3057622.0,4059675.25,1337139.0
124,AL,35503,1,486.0,128.0,29.0,0.0,100.0,1250327.0,1610007.5,23921.0
125,AL,35540,1,306.0,49.0,19.0,2.0,92.0,1074372.0,1220159.0,501841.0
126,AL,35541,1,310.0,42.0,13.0,0.0,68.0,866252.0,997225.0,533689.0
127,AL,35543,1,229.0,39.0,11.0,0.0,45.0,610482.0,801808.94,197568.0
128,AL,35546,1,256.0,55.0,15.0,0.0,32.0,765921.0,986905.62,446811.0
129,AL,35548,1,122.0,12.0,7.0,0.0,17.0,305292.0,450334.5,99799.0
130,AL,35549,1,383.0,85.0,23.0,4.0,103.0,1056645.0,1375288.62,29094.0
131,AL,35550,1,449.0,102.0,24.0,0.0,109.0,1351238.0,1738425.75,22098.0
132,AL,35553,1,279.0,61.0,16.0,0.0,79.0,877552.0,1054361.0,602862.0
133,AL,35555,1,409.0,98.0,23.0,0.0,137.0,1065922.0,1348539.62,758085.0
134,AL,35563,1,250.0,32.0,15.0,0.0,59.0,707964.0,934753.06,279516.0
135,AL,35564,1,189.0,35.0,10.0,0.0,28.0,510422.0,734378.5,216926.0
136,AL,35565,1,501.0,135.0,26.0,4.0,190.0,1486613.0,1990936.62,525270.0
137,AL,35570,1,514.0,113.0,28.0,1.0,228.0,1463948.0,1867053.25,565459.0
138,AL,35575,1,290.0,48.0,9.0,0.0,35.0,664980.0,916629.0,438491.0
139,AL,35579,1,392.0,104.0,23.0,1.0,162.0,1129707.0,1462491.88,28524.0
140,AL,35581,1,448.0,74.0,24.0,0.0,72.0,1892907.0,2151126.0,498830.0
141,AL,35594,1,373.0,91.0,26.0,0.0,94.0,1426487.0,1752811.25,1091901.0
142,AL,35601,2,1256.0,272.0,76.0,10.0,296.0,3942732.5,4659183.5,1016763.0
143,AL,35603,1,473.0,102.0,27.0,1.0,198.0,1473578.0,2006713.0,15495.0
144,AL,35611,2,766.0,160.0,44.0,0.0,278.0,2436659.5,3500652.0,13969731.0
145,AL,35613,1,1198.0,170.0,58.0,0.0,335.0,3163063.0,4395220.0,0.0
146,AL,35616,1,272.0,50.0,18.0,0.0,38.0,913347.0,1239417.0,739364.0
147,AL,35618,1,133.0,27.0,11.0,0.0,23.0,425200.0,728072.0,384766.0
148,AL,35619,1,409.0,111.0,24.0,0.0,180.0,1245729.0,1586135.75,7710.0
149,AL,35620,1,690.0,97.0,34.0,0.0,90.0,1785664.0,2709516.0,0.0
150,AL,35622,1,402.0,48.0,24.0,0.0,62.0,1230191.0,1714561.88,8233.0
151,AL,35630,1,1037.0,321.0,64.0,19.0,625.0,3862182.0,4845403.0,3442832.0
152,AL,35640,1,1008.0,224.0,57.0,3.0,393.0,3268921.0,4178842.25,2806364.0
153,AL,35645,1,744.0,115.0,42.0,0.0,115.0,1993450.0,2639706.0,1885431.0
154,AL,35646,1,389.0,63.0,27.0,2.0,58.0,1179716.0,1476699.0,909901.0
155,AL,35647,1,798.0,97.0,42.0,1.0,116.0,2180886.0,3107425.0,0.0
156,AL,35650,1,597.0,146.0,31.0,0.0,274.0,1648120.0,2165026.0,882768.0
157,AL,35653,1,727.0,164.0,45.0,3.0,172.0,2377854.0,3182674.0,2000525.0
158,AL,35654,1,358.0,43.0,20.0,0.0,63.0,1658776.0,1730875.0,409798.0
159,AL,35660,1,280.0,78.0,23.0,0.0,93.0,977282.0,1581291.25,873462.0
160,AL,35661,1,874.0,203.0,45.0,0.0,430.0,2365695.0,3136910.0,2633052.0
161,AL,35670,1,759.0,201.0,52.0,6.0,240.0,2816461.0,3538337.75,58031.0
162,AL,35671,1,464.0,67.0,28.0,0.0,0.0,1601482.0,2740719.0,0.0
163,AL,35672,1,418.0,66.0,21.0,0.0,59.0,1055866.0,1396227.0,792251.0
164,AL,35673,2,375.0,88.0,21.0,0.0,114.0,1130637.5,1646962.5,489331.0
165,AL,35674,2,456.0,100.0,27.0,2.0,58.0,1626145.5,1962652.12,1085498.5
166,AL,35739,1,968.0,123.0,47.0,0.0,0.0,2011732.0,3043756.0,0.0
167,AL,35747,1,449.0,113.0,24.0,5.0,103.0,1256524.0,1589082.62,854427.0
168,AL,35748,1,537.0,119.0,29.0,3.0,131.0,1664903.0,2494807.25,352361.0
169,AL,35749,1,1777.0,579.0,86.0,17.0,975.0,5266314.0,6693941.5,651823.0
170,AL,35750,1,1340.0,372.0,69.0,1.0,308.0,3872120.0,5180380.0,535962.0
171,AL,35756,1,1911.0,483.0,100.0,13.0,486.0,5871554.0,7379216.5,3249138.0
172,AL,35758,1,1779.0,472.0,94.0,0.0,526.0,5452615.0,6730406.5,3840738.0
173,AL,35760,1,387.0,84.0,22.0,1.0,99.0,1162639.0,1774968.75,241203.0
174,AL,35761,1,1359.0,352.0,69.0,0.0,358.0,3898203.0,5217639.0,736573.0
175,AL,35768,1,808.0,191.0,44.0,0.0,190.0,2134338.0,3031950.0,17724.0
176,AL,35772,1,473.0,110.0,23.0,0.0,148.0,1639909.0,1639909.5,544049.0
177,AL,35801,1,1828.0,485.0,99.0,28.0,833.0,5421170.0,6318456.5,92230.0
178,AL,35802,1,1810.0,374.0,98.0,27.0,739.0,5439780.0,6247535.0,148069.0
179,AL,35806,1,914.0,223.0,59.0,6.0,407.0,3046353.0,3345602.0,131283.0
180,AL,35810,1,807.0,154.0,51.0,5.0,307.0,2288924.0,2942346.5,478544.0
181,AL,35811,2,620.0,142.0,40.0,2.0,282.0,2128964.0,2622976.62,149522.5
182,AL,35903,1,408.0,105.0,24.0,2.0,102.0,1286432.0,1718321.0,575691.0
183,AL,35904,1,1524.0,368.0,96.0,25.0,327.0,4738785.0,5860885.0,2431849.0
184,AL,35905,1,343.0,89.0,19.0,0.0,88.0,1034460.0,1448810.12,546600.0
185,AL,35907,1,820.0,205.0,45.0,2.0,173.0,2393151.0,2961720.0,795156.0
186,AL,35950,1,1436.0,313.0,77.0,0.0,363.0,3780956.0,5081552.0,3143747.0
187,AL,35951,1,538.0,63.0,28.0,3.0,61.0,1551823.0,1876010.12,1680395.0
188,AL,35953,1,454.0,113.0,23.0,20.0,164.0,1252067.0,1576152.0,401218.0
189,AL,35954,1,593.0,142.0,42.0,2.0,250.0,2016821.0,2553178.0,932058.0
190,AL,35956,1,533.0,120.0,30.0,3.0,122.0,1529320.0,1948370.88,558550.0
191,AL,35957,1,645.0,130.0,38.0,0.0,251.0,1904017.0,2555853.0,1424973.0
192,AL,35960,1,470.0,114.0,27.0,1.0,144.0,1430152.0,1807127.5,310143.0
193,AL,35962,1,599.0,147.0,31.0,0.0,161.0,1641125.0,1942856.5,1156480.0
194,AL,35964,1,591.0,146.0,30.0,4.0,142.0,1654974.0,2005544.25,1493007.0
195,AL,35967,1,937.0,242.0,52.0,4.0,472.0,2935400.0,3801522.25,3542613.0
196,AL,35976,2,615.0,117.0,33.0,2.0,108.0,1655181.5,2138868.38,462966.5
197,AL,35990,1,394.0,65.0,23.0,0.0,54.0,1171140.0,1608696.62,305264.0
198,AL,36010,1,447.0,84.0,28.0,1.0,69.0,1382455.0,1744686.62,582438.0
199,AL,36016,1,328.0,50.0,22.0,4.0,52.0,1032021.0,1509645.0,127374.0
200,AL,36022,2,534.0,106.0,28.0,2.0,164.0,1337122.5,1833790.56,322813.5
201,AL,36024,1,481.0,105.0,25.0,1.0,117.0,1164260.0,1942995.0,760400.0
202,AL,36027,1,1255.0,195.0,49.0,11.0,200.0,2542886.0,3122886.5,1163602.0
203,AL,36035,1,425.0,66.0,27.0,0.0,80.0,1304999.0,1660282.5,467093.0
204,AL,36037,1,619.0,139.0,36.0,1.0,0.0,1637963.0,2452870.75,54537.0
205,AL,36040,1,260.0,59.0,15.0,0.0,51.0,990987.0,1129722.0,13775.0
206,AL,36047,1,206.0,53.0,14.0,0.0,0.0,412532.0,654778.0,8122.0
207,AL,36054,1,1132.0,248.0,58.0,1.0,246.0,2790489.0,4219478.0,802586.0
208,AL,36067,1,1987.0,439.0,99.0,14.0,503.0,4830140.0,5688762.5,110559.0
209,AL,36078,1,551.0,137.0,34.0,1.0,141.0,1769289.0,2400000.0,412000.0
210,AL,36081,1,609.0,145.0,30.0,0.0,186.0,1740637.0,2426767.5,50293.0
211,AL,36083,1,497.0,116.0,29.0,3.0,0.0,1471794.0,1763704.25,912449.0
212,AL,36089,1,398.0,105.0,26.0,1.0,73.0,1445690.0,1755918.0,264552.0
213,AL,36092,1,1187.0,296.0,60.0,6.0,273.0,2817239.0,3652924.0,1207852.0
214,AL,36104,2,707.0,170.0,37.0,0.0,151.0,831290.0,1121978.0,703064.5
215,AL,36107,1,1528.0,318.0,80.0,14.0,341.0,1497072.0,1966660.0,937999.0
216,AL,36108,1,1098.0,252.0,65.0,5.0,245.0,1287526.0,1765601.0,1324298.0
217,AL,36111,2,1134.0,252.0,66.0,74.0,144.0,1311612.0,1717784.0,968330.5
218,AL,36116,1,530.0,125.0,34.0,0.0,136.0,676545.0,933449.0,633969.0
219,AL,36117,1,1249.0,338.0,66.0,3.0,333.0,1300455.0,1770499.0,1197276.0
220,AL,36201,1,542.0,101.0,32.0,7.0,95.0,1543672.0,2000127.0,801143.0
221,AL,36203,1,1214.0,308.0,77.0,8.0,0.0,4194865.0,6253151.0,1205138.0
222,AL,36206,1,378.0,91.0,23.0,1.0,89.0,1342805.0,1523027.0,358889.0
223,AL,36207,2,454.0,106.0,28.0,4.0,104.0,1588277.0,1671399.5,266732.5
224,AL,36250,1,592.0,156.0,36.0,1.0,152.0,2135654.0,2448910.0,359059.0
225,AL,36264,1,633.0,137.0,38.0,0.0,110.0,1809344.0,2286762.0,1030119.0
226,AL,36265,2,586.0,98.0,36.0,4.0,124.0,1971778.0,2248704.0,265326.5
227,AL,36266,1,577.0,145.0,35.0,2.0,143.0,2391920.0,3538920.25,395489.0
228,AL,36268,1,522.0,136.0,27.0,0.0,0.0,1216956.0,1400882.88,10.0
229,AL,36271,1,449.0,76.0,26.0,0.0,73.0,1498072.0,1656618.0,346207.0
230,AL,36272,1,334.0,85.0,21.0,0.0,119.0,1012103.0,1255865.12,319774.0
231,AL,36273,1,505.0,67.0,27.0,0.0,51.0,1340477.0,1803570.38,662161.0
232,AL,36274,1,493.0,117.0,26.0,0.0,127.0,1199220.0,1815122.38,251034.0
233,AL,36277,1,531.0,96.0,29.0,2.0,78.0,1717555.0,1837984.0,397751.0
234,AL,36278,1,439.0,79.0,22.0,0.0,95.0,910209.0,1450030.12,300352.0
235,AL,36280,1,294.0,54.0,19.0,1.0,89.0,840348.0,1434512.12,362882.0
236,AL,36301,2,974.0,234.0,52.0,8.0,231.0,2774627.0,3176674.38,452227.0
237,AL,36303,1,1334.0,341.0,67.0,14.0,335.0,3504379.0,3900446.75,807147.0
238,AL,36310,1,332.0,51.0,25.0,0.0,54.0,954509.0,1155725.0,858651.0
239,AL,36312,1,767.0,114.0,46.0,0.0,177.0,2025855.0,2524556.25,346814.0
240,AL,36319,1,373.0,51.0,23.0,0.0,60.0,935480.0,1261718.25,162128.0
241,AL,36322,1,430.0,63.0,29.0,1.0,71.0,1390187.0,1921350.12,76326.0
242,AL,36323,1,294.0,50.0,16.0,0.0,66.0,791825.0,1035976.12,751964.0
243,AL,36330,1,2177.0,541.0,111.0,8.0,1006.0,6226664.0,7258674.5,49403.0
244,AL,36340,1,334.0,71.0,23.0,1.0,86.0,1219769.0,1655878.88,133677.0
245,AL,36344,1,227.0,49.0,12.0,0.0,0.0,693796.0,891283.88,616626.0
246,AL,36345,1,371.0,118.0,21.0,2.0,113.0,1051540.0,1254600.0,1014198.0
247,AL,36350,1,474.0,116.0,24.0,0.0,125.0,1283843.0,1625060.0,690009.0
248,AL,36351,1,376.0,65.0,20.0,0.0,84.0,280254.0,554882.0,592737.0
249,AL,36360,1,696.0,163.0,43.0,0.0,181.0,2360512.0,3134406.25,718315.0
250,AL,36363,1,225.0,49.0,15.0,2.0,79.0,567887.0,775548.81,23522.0
251,AL,36374,1,414.0,63.0,23.0,2.0,70.0,1148385.0,1530249.62,1247569.0
252,AL,36375,1,372.0,78.0,18.0,0.0,0.0,965909.0,1195942.12,626175.0
253,AL,36401,1,419.0,112.0,9.0,4.0,87.0,1304615.0,1734333.0,128438.0
254,AL,36420,1,497.0,127.0,29.0,0.0,126.0,1294715.0,1630920.62,9311753.0
255,AL,36421,1,385.0,77.0,24.0,0.0,104.0,984875.0,1310030.12,962637.0
256,AL,36426,2,378.0,94.0,22.0,0.0,117.0,1131159.5,1518298.5,229626.5
257,AL,36441,1,496.0,80.0,27.0,0.0,195.0,1340300.0,1688882.38,62192.0
258,AL,36442,1,226.0,28.0,14.0,0.0,40.0,474722.0,751248.81,494402.0
259,AL,36451,1,383.0,97.0,21.0,0.0,54.0,1418245.0,1746782.0,26484.0
260,AL,36460,1,422.0,113.0,28.0,6.0,89.0,1184057.0,1443015.0,22008.0
261,AL,36467,1,354.0,90.0,23.0,0.0,0.0,1380000.0,2435000.0,1240000.0
262,AL,36474,1,256.0,30.0,17.0,0.0,48.0,696552.0,1013520.0,554713.0
263,AL,36477,1,214.0,60.0,12.0,0.0,0.0,652443.0,818160.19,438254.0
264,AL,36502,1,418.0,112.0,29.0,0.0,103.0,1643261.0,2162893.75,391557.0
265,AL,36507,1,1120.0,270.0,68.0,12.0,357.0,3305134.0,4870918.0,778078.0
266,AL,36518,1,514.0,69.0,28.0,0.0,0.0,1365062.0,1675281.12,14288.0
267,AL,36522,1,815.0,167.0,45.0,11.0,212.0,1894285.0,2507786.0,72651.0
268,AL,36526,1,1276.0,325.0,70.0,5.0,547.0,3961601.0,5417377.5,851489.0
269,AL,36527,1,1076.0,267.0,61.0,14.0,534.0,3328339.0,4977762.5,862530.0
270,AL,36532,1,1616.0,354.0,93.0,11.0,719.0,4920692.0,6798642.0,1403966.0
271,AL,36535,1,1753.0,444.0,99.0,15.0,659.0,5288816.0,7146662.0,796154.0
272,AL,36542,1,854.0,192.0,50.0,8.0,351.0,2765700.0,3739010.5,807255.0
273,AL,36544,1,1742.0,376.0,95.0,1.0,756.0,4304572.0,5171965.0,89858.0
274,AL,36545,1,516.0,133.0,30.0,4.0,201.0,1599971.0,1995445.0,44883.0
275,AL,36553,1,184.0,29.0,12.0,0.0,29.0,501283.0,850163.31,5853.0
276,AL,36567,1,1320.0,316.0,75.0,24.0,446.0,4158636.0,5954968.5,670996.0
277,AL,36571,1,1041.0,267.0,57.0,4.0,525.0,2720805.0,3661988.25,1144012.0
278,AL,36572,1,758.0,108.0,39.0,0.0,126.0,1978321.0,2574401.0,2274211.0
279,AL,36575,1,2000.0,481.0,116.0,2.0,435.0,5087626.0,6034155.0,115655.0
280,AL,36582,1,1539.0,396.0,84.0,19.0,372.0,3649379.0,4602075.0,86232.0
281,AL,36605,2,745.0,156.0,42.0,2.0,120.0,1977188.0,2684364.5,66735.0
282,AL,36606,2,1034.0,266.0,56.0,4.0,301.0,3453050.19,4312726.75,600562.49
283,AL,36608,1,2722.0,682.0,150.0,8.0,647.0,6815655.0,8013535.0,146282.0
284,AL,36609,1,1590.0,321.0,87.0,1.0,607.0,4064738.0,5032476.0,82762.0
285,AL,36610,1,622.0,153.0,38.0,6.0,420.0,1655740.0,2283243.0,49484.0
286,AL,36611,1,262.0,72.0,14.0,1.0,87.0,4799334.0,751095.81,751095.0
287,AL,36613,1,952.0,225.0,52.0,2.0,220.0,2380844.0,3086914.0,59426.0
288,AL,36617,1,630.0,154.0,44.0,0.0,127.0,1961504.0,2642770.0,44662.0
289,AL,36701,2,584.0,150.0,28.0,10.0,136.0,992671.5,1792721.88,45101.5
290,AL,36726,1,555.0,149.0,27.0,1.0,143.0,1970975.0,1970975.12,5000.0
291,AL,36732,1,719.0,187.0,38.0,0.0,345.0,3011305.0,3955254.0,292411.0
292,AL,36744,1,402.0,113.0,20.0,7.0,182.0,947960.0,1508474.0,170599.0
293,AL,36748,1,162.0,32.0,11.0,0.0,30.0,511319.0,714933.31,96029.0
294,AL,36758,1,492.0,117.0,29.0,1.0,228.0,1151654.0,1473199.0,107279.0
