,crdc_id,year,fips,leaid,ncessch,school_name_crdc,schoolid_crdc,lea_name,leaid_crdc,lea_state,prek,k,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,ug,primarily_serve_students_w_dis,charter_crdc,magnet_crdc,entire_school_magnet,alt_school,alt_school_focus,ability_grouped_math_or_eng,ug_elementary_school,ug_middle_school,ug_high_school
19,450000401228,2013,45,4500004,450000401228,SC SCHOOL FOR THE DEAF ELEMENTARY/MIDDLE,01228,DEAF & BLIND SCHOOL,4500004,SC,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,-2,0,-2,,-2,-2,-2
20,450000401246,2013,45,4500004,450000401246,SC SCHOOL FOR THE BLIND ELEMENTARY/MIDDLE,01246,DEAF & BLIND SCHOOL,4500004,SC,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,-2,0,-2,,-2,-2,-2
21,450000401402,2013,45,4500004,450000401402,CEDAR SPRINGS ACADEMY,01402,DEAF & BLIND SCHOOL,4500004,SC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,-2,0,-2,,-2,-2,-2
22,450069000002,2013,45,4500690,450069000002,JOHN C. CALHOUN ELEMENTARY,00002,ABBEVILLE 60,4500690,SC,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
23,450069000010,2013,45,4500690,450069000010,WRIGHT MIDDLE,00010,ABBEVILLE 60,4500690,SC,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
24,450069000011,2013,45,4500690,450069000011,ABBEVILLE HIGH,00011,ABBEVILLE 60,4500690,SC,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,-2,0,-2,,-2,-2,-2
25,450069000012,2013,45,4500690,450069000012,DIXIE HIGH,00012,ABBEVILLE 60,4500690,SC,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,-2,0,-2,,-2,-2,-2
26,450069000065,2013,45,4500690,450069000065,CHEROKEE TRAIL ELEMENTARY,00065,ABBEVILLE 60,4500690,SC,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
27,450069000066,2013,45,4500690,450069000066,DIAMOND HILL ELEMENTARY,00066,ABBEVILLE 60,4500690,SC,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
28,450069000071,2013,45,4500690,450069000071,LONG CANE PRIMARY,00071,ABBEVILLE 60,4500690,SC,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
29,450069001379,2013,45,4500690,450069001379,WESTWOOD ELEMENTARY,01379,ABBEVILLE 60,4500690,SC,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
30,450072000016,2013,45,4500720,450072000016,BELVEDERE ELEMENTARY,00016,AIKEN 01,4500720,SC,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
31,450072000018,2013,45,4500720,450072000018,BYRD ELEMENTARY,00018,AIKEN 01,4500720,SC,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
32,450072000019,2013,45,4500720,450072000019,J. D. LEVER ELEMENTARY,00019,AIKEN 01,4500720,SC,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
33,450072000020,2013,45,4500720,450072000020,CLEARWATER ELEMENTARY,00020,AIKEN 01,4500720,SC,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
34,450072000021,2013,45,4500720,450072000021,BUSBEE CORBETT ELEMENTARY MIDDLE,00021,AIKEN 01,4500720,SC,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
35,450072000023,2013,45,4500720,450072000023,EAST AIKEN SCHOOL OF THE ARTS,00023,AIKEN 01,4500720,SC,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
36,450072000025,2013,45,4500720,450072000025,GLOVERVILLE ELEMENTARY,00025,AIKEN 01,4500720,SC,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
37,450072000026,2013,45,4500720,450072000026,GREENDALE ELEMENTARY,00026,AIKEN 01,4500720,SC,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
38,450072000027,2013,45,4500720,450072000027,HAMMOND HILL ELEMENTARY,00027,AIKEN 01,4500720,SC,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
39,450072000030,2013,45,4500720,450072000030,MILLBROOK ELEMENTARY,00030,AIKEN 01,4500720,SC,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
40,450072000031,2013,45,4500720,450072000031,NORTH AIKEN ELEMENTARY,00031,AIKEN 01,4500720,SC,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
41,450072000032,2013,45,4500720,450072000032,NORTH AUGUSTA ELEMENTARY,00032,AIKEN 01,4500720,SC,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
42,450072000034,2013,45,4500720,450072000034,RIDGE SPRING MONETTA ELEMENTARY/MIDDLE,00034,AIKEN 01,4500720,SC,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
43,450072000040,2013,45,4500720,450072000040,WARRENVILLE ELEMENTARY,00040,AIKEN 01,4500720,SC,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
44,450072000045,2013,45,4500720,450072000045,CHUKKER CREEK ELEMENTARY,00045,AIKEN 01,4500720,SC,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
45,450072000046,2013,45,4500720,450072000046,AIKEN HIGH,00046,AIKEN 01,4500720,SC,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,-2,0,-2,,-2,-2,-2
46,450072000050,2013,45,4500720,450072000050,PAUL KNOX MIDDLE,00050,AIKEN 01,4500720,SC,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
47,450072000054,2013,45,4500720,450072000054,NORTH AUGUSTA MIDDLE,00054,AIKEN 01,4500720,SC,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
48,450072000055,2013,45,4500720,450072000055,NORTH AUGUSTA HIGH,00055,AIKEN 01,4500720,SC,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,-2,0,-2,,-2,-2,-2
49,450072000056,2013,45,4500720,450072000056,RIDGE SPRING MONETTA HIGH,00056,AIKEN 01,4500720,SC,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,-2,0,-2,,-2,-2,-2
50,450072000057,2013,45,4500720,450072000057,WAGENER-SALLEY HIGH,00057,AIKEN 01,4500720,SC,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,-2,0,-2,,-2,-2,-2
51,450072000073,2013,45,4500720,450072000073,AIKEN MIDDLE,00073,AIKEN 01,4500720,SC,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
52,450072000682,2013,45,4500720,450072000682,LLOYD-KENNEDY CHARTER,00682,AIKEN 01,4500720,SC,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,-2,0,-2,,-2,-2,-2
53,450072000684,2013,45,4500720,450072000684,HORSE CREEK ACADEMY,00684,AIKEN 01,4500720,SC,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,-2,0,-2,,-2,-2,-2
54,450072000940,2013,45,4500720,450072000940,AIKEN PERFORMING ARTS ACADEMY CHARTER,00940,AIKEN 01,4500720,SC,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,-2,0,-2,,-2,-2,-2
55,450072001007,2013,45,4500720,450072001007,MOSSY CREEK ELEMENTARY,01007,AIKEN 01,4500720,SC,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
56,450072001189,2013,45,4500720,450072001189,AIKEN ELEMENTARY,01189,AIKEN 01,4500720,SC,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
57,450072001193,2013,45,4500720,450072001193,JEFFERSON ELEMENTARY,01193,AIKEN 01,4500720,SC,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
58,450072001194,2013,45,4500720,450072001194,LANGLEY-BATH-CLEARWATER MIDDLE,01194,AIKEN 01,4500720,SC,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
59,450072001196,2013,45,4500720,450072001196,LEAVELLE MCCAMPBELL MIDDLE,01196,AIKEN 01,4500720,SC,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
60,450072001197,2013,45,4500720,450072001197,M. B. KENNEDY MIDDLE,01197,AIKEN 01,4500720,SC,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
61,450072001198,2013,45,4500720,450072001198,MIDLAND VALLEY HIGH,01198,AIKEN 01,4500720,SC,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,-2,0,-2,,-2,-2,-2
62,450072001199,2013,45,4500720,450072001199,NEW ELLENTON MIDDLE,01199,AIKEN 01,4500720,SC,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
63,450072001200,2013,45,4500720,450072001200,OAKWOOD-WINDSOR ELEMENTARY,01200,AIKEN 01,4500720,SC,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
64,450072001201,2013,45,4500720,450072001201,SCHOFIELD MIDDLE,01201,AIKEN 01,4500720,SC,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
65,450072001202,2013,45,4500720,450072001202,SOUTH AIKEN HIGH,01202,AIKEN 01,4500720,SC,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,-2,0,-2,,-2,-2,-2
66,450072001321,2013,45,4500720,450072001321,JACKSON MIDDLE,01321,AIKEN 01,4500720,SC,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
67,450072001323,2013,45,4500720,450072001323,SILVER BLUFF HIGH,01323,AIKEN 01,4500720,SC,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,-2,0,-2,,-2,-2,-2
68,450072001390,2013,45,4500720,450072001390,REDCLIFFE ELEMENTARY,01390,AIKEN 01,4500720,SC,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
69,450075000064,2013,45,4500750,450075000064,ALLENDALE FAIRFAX HIGH,00064,ALLENDALE 01,4500750,SC,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,-2,0,-2,,-2,-2,-2
70,450075001184,2013,45,4500750,450075001184,ALLENDALE ELEMENTARY,01184,ALLENDALE 01,4500750,SC,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
71,450075001349,2013,45,4500750,450075001349,FAIRFAX ELEMENTARY,01349,ALLENDALE 01,4500750,SC,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
72,450075001415,2013,45,4500750,450075001415,ALLENDALE-FAIRFAX MIDDLE,01415,ALLENDALE 01,4500750,SC,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
73,450078000067,2013,45,4500780,450078000067,CEDAR GROVE ELEMENTARY,00067,ANDERSON 01,4500780,SC,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
74,450078000068,2013,45,4500780,450078000068,CONCRETE PRIMARY,00068,ANDERSON 01,4500780,SC,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
75,450078000070,2013,45,4500780,450078000070,WEST PELZER ELEMENTARY,00070,ANDERSON 01,4500780,SC,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
76,450078000072,2013,45,4500780,450078000072,SPEARMAN ELEMENTARY,00072,ANDERSON 01,4500780,SC,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
77,450078000074,2013,45,4500780,450078000074,PALMETTO MIDDLE,00074,ANDERSON 01,4500780,SC,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
78,450078000076,2013,45,4500780,450078000076,PALMETTO HIGH,00076,ANDERSON 01,4500780,SC,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,-2,0,-2,,-2,-2,-2
79,450078000077,2013,45,4500780,450078000077,WREN HIGH,00077,ANDERSON 01,4500780,SC,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,-2,0,-2,,-2,-2,-2
80,450078000545,2013,45,4500780,450078000545,HUNT MEADOWS ELEMENTARY,00545,ANDERSON 01,4500780,SC,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
81,450078000686,2013,45,4500780,450078000686,POWDERSVILLE ELEMENTARY,00686,ANDERSON 01,4500780,SC,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
82,450078001203,2013,45,4500780,450078001203,WREN MIDDLE,01203,ANDERSON 01,4500780,SC,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
83,450078001324,2013,45,4500780,450078001324,PALMETTO ELEMENTARY,01324,ANDERSON 01,4500780,SC,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
84,450078001325,2013,45,4500780,450078001325,WREN ELEMENTARY,01325,ANDERSON 01,4500780,SC,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
85,450078001444,2013,45,4500780,450078001444,POWDERSVILLE MIDDLE,01444,ANDERSON 01,4500780,SC,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
86,450078001567,2013,45,4500780,450078001567,POWDERSVILLE HIGH,01567,ANDERSON 01,4500780,SC,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,-2,0,-2,,-2,-2,-2
87,450081000078,2013,45,4500810,450081000078,BELTON ELEMENTARY,00078,ANDERSON 02,4500810,SC,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
88,450081000079,2013,45,4500810,450081000079,MARSHALL PRIMARY,00079,ANDERSON 02,4500810,SC,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
89,450081000080,2013,45,4500810,450081000080,HONEA PATH ELEMENTARY,00080,ANDERSON 02,4500810,SC,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
90,450081000081,2013,45,4500810,450081000081,WRIGHT ELEMENTARY,00081,ANDERSON 02,4500810,SC,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
91,450081000084,2013,45,4500810,450081000084,BELTON HONEA PATH HIGH,00084,ANDERSON 02,4500810,SC,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,-2,0,-2,,-2,-2,-2
92,450081001204,2013,45,4500810,450081001204,BELTON MIDDLE,01204,ANDERSON 02,4500810,SC,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
93,450081001205,2013,45,4500810,450081001205,HONEA PATH MIDDLE,01205,ANDERSON 02,4500810,SC,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
94,450084000086,2013,45,4500840,450084000086,IVA ELEMENTARY,00086,ANDERSON 03,4500840,SC,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
95,450084000087,2013,45,4500840,450084000087,STARR ELEMENTARY,00087,ANDERSON 03,4500840,SC,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
96,450084000088,2013,45,4500840,450084000088,STARR-IVA MIDDLE,00088,ANDERSON 03,4500840,SC,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
97,450084000089,2013,45,4500840,450084000089,CRESCENT HIGH,00089,ANDERSON 03,4500840,SC,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,-2,0,-2,,-2,-2,-2
98,450084001506,2013,45,4500840,450084001506,FLAT ROCK ELEMENTARY,01506,ANDERSON 03,4500840,SC,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
99,450087000090,2013,45,4500870,450087000090,LA FRANCE ELEMENTARY,00090,ANDERSON 04,4500870,SC,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
100,450087000091,2013,45,4500870,450087000091,PENDLETON ELEMENTARY,00091,ANDERSON 04,4500870,SC,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
101,450087000092,2013,45,4500870,450087000092,TOWNVILLE ELEMENTARY,00092,ANDERSON 04,4500870,SC,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
102,450087000094,2013,45,4500870,450087000094,PENDLETON HIGH,00094,ANDERSON 04,4500870,SC,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,-2,0,-2,,-2,-2,-2
103,450087001326,2013,45,4500870,450087001326,RIVERSIDE MIDDLE,01326,ANDERSON 04,4500870,SC,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
104,450087001492,2013,45,4500870,450087001492,MT. LEBANON ELEMENTARY,01492,ANDERSON 04,4500870,SC,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
105,450090000096,2013,45,4500900,450090000096,CENTERVILLE ACADEMY OF 21ST CENTURY LEARNING,00096,ANDERSON 05,4500900,SC,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,,-2,-2,-2
106,450090000097,2013,45,4500900,450090000097,CONCORD ELEMENTARY AN INTL BACCALAUREATE WORLD SCH,00097,ANDERSON 05,4500900,SC,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,,-2,-2,-2
107,450090000099,2013,45,4500900,450090000099,HOMELAND PARK PRIMARY,00099,ANDERSON 05,4500900,SC,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,,-2,-2,-2
108,450090000101,2013,45,4500900,450090000101,NEVITT FOREST COMMUNITY SCHOOL OF INNOVATION,00101,ANDERSON 05,4500900,SC,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,,-2,-2,-2
109,450090000102,2013,45,4500900,450090000102,SOUTH FANT SCHOOL OF EARLY EDUCATION,00102,ANDERSON 05,4500900,SC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,,-2,-2,-2
110,450090000103,2013,45,4500900,450090000103,VARENNES ACADEMY OF COMMUNICATION AND TECHNOLOGY,00103,ANDERSON 05,4500900,SC,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,,-2,-2,-2
111,450090000106,2013,45,4500900,450090000106,WHITEHALL ELEMENTARY A GLOBAL COMMUNICATION SCHOOL,00106,ANDERSON 05,4500900,SC,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,,-2,-2,-2
112,450090000107,2013,45,4500900,450090000107,CALHOUN ACADEMY OF THE ARTS,00107,ANDERSON 05,4500900,SC,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,,-2,-2,-2
113,450090000108,2013,45,4500900,450090000108,T. L. HANNA HIGH AN INTERNATIONAL BACCALAUREATE WO,00108,ANDERSON 05,4500900,SC,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,-2,,-2,-2,-2
114,450090000109,2013,45,4500900,450090000109,LAKESIDE MIDDLE SCHOOL OF INQUIRY AND INNOVATION A,00109,ANDERSON 05,4500900,SC,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,-2,,-2,-2,-2
115,450090000110,2013,45,4500900,450090000110,MCCANTS MIDDLE AN INTL BACCALAUREATE WORLD CANDIDA,00110,ANDERSON 05,4500900,SC,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,-2,,-2,-2,-2
116,450090000112,2013,45,4500900,450090000112,SOUTHWOOD ACADEMY OF THE ARTS,00112,ANDERSON 05,4500900,SC,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,-2,,-2,-2,-2
117,450090000113,2013,45,4500900,450090000113,WESTSIDE HIGH AN EARLY COLLEGE ACADEMY,00113,ANDERSON 05,4500900,SC,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,-2,,-2,-2,-2
118,450090000687,2013,45,4500900,450090000687,MIDWAY ELEMENTARY SCHOOL OF SCIENCE AND ENGINEERIN,00687,ANDERSON 05,4500900,SC,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,,-2,-2,-2
119,450090000690,2013,45,4500900,450090000690,MCLEES ACADEMY OF LEADERSHIP,00690,ANDERSON 05,4500900,SC,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,,-2,-2,-2
