,crdc_id,year,ncessch,leaid,fips,salaries_teachers,salaries_total,salaries_instruc_staff,salaries_instructional_aides,salaries_support,salaries_administration,expenditures_nonpersonnel,instructional_aides_fte,support_fte,administration_fte
21,450069000010,2015,450069000010,4500690,45,1387454,1891404.000,,31434.000,317845.000,154671.000,1340663.000,1.500,2.000,2.000
22,450069000011,2015,450069000011,4500690,45,1598741,2580257.000,,15289.000,720408.000,245819.000,2125691.000,1.000,5.000,3.000
23,450069000012,2015,450069000012,4500690,45,1261320,1966434.000,,29186.000,496953.000,178975.000,1484942.000,2.000,5.000,2.000
24,450069000065,2015,450069000065,4500690,45,1427789,1848879.000,,66390.000,279432.000,75268.000,1110995.000,4.000,6.000,1.000
25,450069000066,2015,450069000066,4500690,45,934038,1355938.000,,51694.000,278514.000,91692.000,866177.000,1.500,1.000,1.000
26,450069000071,2015,450069000071,4500690,45,1302712,1877065.000,,158205.000,320649.000,95499.000,1268410.000,11.000,4.000,1.000
27,450069001379,2015,450069001379,4500690,45,1182333,1586258.000,,0.000,318663.000,85262.000,936342.000,0.000,4.000,1.000
28,450072000016,2015,450072000016,4500720,45,1506903,2021834.920,,73641.000,244975.510,196314.470,140004.000,4.000,7.810,4.500
29,450072000018,2015,450072000018,4500720,45,1753012,2463518.090,,101983.220,343164.160,265358.000,255559.000,5.000,10.120,6.000
30,450072000019,2015,450072000019,4500720,45,1584031,2117571.090,,66660.000,267368.460,199511.280,156007.000,4.000,8.130,4.500
31,450072000020,2015,450072000020,4500720,45,1248290,1764106.020,,61434.700,261184.000,193195.000,123645.000,4.000,6.720,4.000
32,450072000021,2015,450072000021,4500720,45,1942820,2924221.600,,94922.370,538295.390,348183.520,248633.000,5.000,14.400,7.500
33,450072000023,2015,450072000023,4500720,45,1555724,2115618.850,,66240.000,279379.830,214274.880,178934.000,4.000,8.140,4.000
34,450072000025,2015,450072000025,4500720,45,747013,1189902.870,,33897.000,216356.640,192635.040,97563.000,2.000,6.250,4.000
35,450072000026,2015,450072000026,4500720,45,910155,1419570.290,,47142.400,270528.730,191743.640,103641.000,3.000,6.000,4.000
36,450072000027,2015,450072000027,4500720,45,2015311,2694794.410,,75769.280,338353.300,265359.960,189120.000,5.000,9.000,6.000
37,450072000030,2015,450072000030,4500720,45,1517299,2091201.030,,69445.990,300194.000,204260.820,173416.000,4.000,8.850,4.500
38,450072000031,2015,450072000031,4500720,45,1410835,2131989.900,,64662.000,443118.930,213372.630,151880.000,4.000,7.350,4.000
39,450072000032,2015,450072000032,4500720,45,1668341,2307163.750,,71165.000,349057.660,218598.920,222069.000,4.000,8.350,5.000
40,450072000034,2015,450072000034,4500720,45,1087738,1656632.000,,46808.000,289692.060,232393.920,149812.000,3.000,7.190,5.000
41,450072000040,2015,450072000040,4500720,45,1087185,1610188.310,,47043.600,276767.000,199191.960,132428.000,3.000,7.150,4.000
42,450072000045,2015,450072000045,4500720,45,2115933,2770026.980,,75367.220,335481.420,243244.920,214600.000,5.000,9.270,6.000
43,450072000046,2015,450072000046,4500720,45,3501110,5789411.300,,81532.800,923494.960,520270.020,686320.000,1.000,28.130,10.000
44,450072000050,2015,450072000050,4500720,45,1477965,2135682.560,,46791.400,335558.260,275367.000,211275.000,2.000,8.660,5.500
45,450072000054,2015,450072000054,4500720,45,1538316,2181468.510,,32606.590,352383.850,258162.040,223198.000,2.000,10.940,5.500
46,450072000055,2015,450072000055,4500720,45,3584897,5278558.800,,43866.440,813153.410,512986.220,685284.000,1.600,24.010,9.500
47,450072000056,2015,450072000056,4500720,45,1448783,2662273.980,,73215.580,511290.870,298250.160,284576.000,4.000,13.000,6.000
48,450072000057,2015,450072000057,4500720,45,1146603,2168882.950,,55224.550,408672.000,219508.750,347310.000,2.600,11.810,4.000
49,450072000073,2015,450072000073,4500720,45,1165624,1750962.310,,39810.600,339912.560,205614.460,244998.000,2.000,11.390,4.450
50,450072000682,2015,450072000682,4500720,45,110470,335347.000,,9991.000,25340.000,51660.000,895480.000,2.500,3.000,5.000
51,450072000940,2015,450072000940,4500720,45,100000,143721.000,,4378.000,10860.000,22140.000,9137.000,2.500,3.000,5.000
52,450072001007,2015,450072001007,4500720,45,1638241,2302319.660,,86019.000,343556.560,234502.200,226044.000,5.000,9.230,6.000
53,450072001189,2015,450072001189,4500720,45,2122101,2787393.370,,83904.040,344794.520,236593.800,211708.000,5.000,10.000,6.000
54,450072001193,2015,450072001193,4500720,45,1227806,1806874.340,,61813.280,307607.650,209646.480,142061.000,3.000,9.100,4.500
55,450072001194,2015,450072001194,4500720,45,1208496,1766861.210,,35036.170,266122.220,257206.780,177150.000,2.000,9.830,5.000
56,450072001196,2015,450072001196,4500720,45,1193791,1728080.830,,31815.040,294574.700,207899.150,174171.000,2.000,9.000,4.000
57,450072001197,2015,450072001197,4500720,45,2118386,2826777.300,,16059.000,359870.000,332461.040,253786.000,1.000,11.000,7.000
58,450072001198,2015,450072001198,4500720,45,3036661,4716517.860,,64877.810,745308.000,424441.320,466206.000,1.000,21.620,9.000
59,450072001199,2015,450072001199,4500720,45,537341,978344.860,,16059.000,235564.000,189379.000,188797.000,1.000,6.110,4.000
60,450072001200,2015,450072001200,4500720,45,1079956,1585185.370,,59000.760,261359.120,184868.000,122533.000,3.000,8.250,4.000
61,450072001201,2015,450072001201,4500720,45,1236438,1838160.800,,31974.400,316769.000,252978.350,207824.000,2.000,10.440,5.000
62,450072001202,2015,450072001202,4500720,45,3524191,4901298.000,,44370.000,864126.510,466455.130,556798.000,1.000,23.360,9.500
63,450072001321,2015,450072001321,4500720,45,833650,1346097.390,,34582.920,265541.500,212322.480,190176.000,2.000,7.800,4.000
64,450072001323,2015,450072001323,4500720,45,1806084,2997469.170,,57789.000,526517.000,290559.000,393541.000,2.600,15.000,5.500
65,450072001390,2015,450072001390,4500720,45,1754036,2481599.650,,88084.000,399297.690,240180.640,201407.000,5.000,10.850,6.000
66,450072099998,2015,450072000684,4500720,45,804739,1166088.450,,60792.610,0.000,300556.510,1181209.000,5.000,0.000,4.000
67,450072099999,2015,,,45,552778,1901040.900,,99802.040,529023.890,0.000,177936.000,7.000,10.000,0.000
68,450075000064,2015,450075000064,4500750,45,1193375,1803535.760,,75683.160,534477.600,200807.180,769080.000,4.000,9.500,3.000
69,450075001184,2015,450075001184,4500750,45,762240,787083.730,,128342.550,532618.180,126123.000,280203.000,7.000,12.000,2.000
70,450075001349,2015,450075001349,4500750,45,307307,588550.840,,149677.200,307307.300,131566.340,281287.000,7.000,8.000,2.000
71,450075001415,2015,450075001415,4500750,45,285993,446357.140,,85536.990,285993.910,74826.240,508023.000,5.000,6.500,1.000
72,450078000067,2015,450078000067,4500780,45,1483356,1924715.630,,140726.040,128109.960,172522.800,86597.000,5.000,3.000,2.000
73,450078000068,2015,450078000068,4500780,45,1269814,1781101.380,,205367.710,133396.810,172522.800,82935.000,12.500,1.500,2.000
74,450078000070,2015,450078000070,4500780,45,1157345,1535658.940,,75996.400,129794.040,172522.800,78809.000,4.000,2.000,2.000
75,450078000072,2015,450078000072,4500780,45,1335910,1699383.300,,96530.040,94419.960,172522.800,80873.000,5.000,3.000,2.000
76,450078000074,2015,450078000074,4500780,45,1722706,2249104.700,,35088.130,230698.110,260611.800,133549.000,1.000,5.000,3.000
77,450078000076,2015,450078000076,4500780,45,2390977,3073970.760,,57956.040,326772.560,298264.320,471807.000,3.000,6.000,3.000
78,450078000077,2015,450078000077,4500780,45,2709756,3501533.710,,102105.000,364585.260,325086.840,547847.000,4.000,6.300,3.000
79,450078000545,2015,450078000545,4500780,45,1043476,1432290.780,,64413.000,151878.000,172522.800,63660.000,3.000,3.000,2.000
80,450078000686,2015,450078000686,4500780,45,1392028,1750484.460,,44790.600,148152.000,165513.200,84270.000,2.000,3.000,2.000
81,450078001203,2015,450078001203,4500780,45,1924898,2435980.220,,48981.960,201487.400,260612.160,163269.000,3.000,4.500,3.000
82,450078001324,2015,450078001324,4500780,45,1455259,1876397.380,,91754.450,1600741.120,169311.960,100206.000,5.000,3.000,2.000
83,450078001325,2015,450078001325,4500780,45,1509699,1871789.170,,44471.160,145096.080,172522.800,77142.000,4.000,3.000,2.000
84,450078001444,2015,450078001444,4500780,45,1441630,1898693.400,,74201.910,202078.080,180783.340,114959.000,3.000,4.000,2.000
85,450078001567,2015,450078001567,4500780,45,1789814,2339576.880,,11301.260,244278.990,294182.280,387525.000,1.000,5.000,3.000
86,450081000078,2015,450081000078,4500810,45,903120,1334685.000,,37282.000,222199.000,172084.000,255106.000,2.000,5.000,4.000
87,450081000079,2015,450081000079,4500810,45,1179267,1780370.000,,180879.000,213198.000,207026.000,313350.000,11.000,5.000,4.500
88,450081000080,2015,450081000080,4500810,45,1153541,1669746.000,,128052.000,214510.000,173643.000,348945.000,8.000,5.000,4.000
89,450081000081,2015,450081000081,4500810,45,436579,687090.000,,54266.000,88086.000,108159.000,145766.000,3.000,1.600,2.000
90,450081000084,2015,450081000084,4500810,45,2222940,3055616.000,,59744.000,390776.000,382156.000,1318872.000,3.000,9.000,6.000
91,450081001204,2015,450081001204,4500810,45,1300363,1749574.000,,49507.000,204937.000,194767.000,356923.000,3.000,5.000,4.000
92,450081001205,2015,450081001205,4500810,45,931779,1338288.000,,48051.000,187459.000,170999.000,225936.000,2.500,4.600,4.000
93,450084000086,2015,450084000086,4500840,45,1260347,1913216.000,,119358.000,257871.000,132644.000,340660.000,7.000,11.000,3.000
94,450084000087,2015,450084000087,4500840,45,1237574,1980607.000,,186077.000,204024.000,130420.000,472832.000,10.000,12.000,3.000
95,450084000088,2015,450084000088,4500840,45,1715196,2439338.000,,85649.000,326076.000,275150.000,523088.000,5.000,13.000,5.000
96,450084000089,2015,450084000089,4500840,45,2383822,3388319.000,,58226.000,591625.000,268422.000,1139155.000,3.000,17.000,5.000
97,450084001506,2015,450084001506,4500840,45,1071727,1678512.000,,81548.000,300245.000,130903.000,409421.000,5.000,12.000,3.000
98,450087000090,2015,450087000090,4500870,45,1232783,1983058.150,,183296.000,159700.000,213060.000,203819.000,7.000,8.000,3.000
99,450087000091,2015,450087000091,4500870,45,1053718,1660928.760,,139627.000,225065.000,242518.000,222230.000,7.000,8.000,4.000
100,450087000092,2015,450087000092,4500870,45,1052932,1502431.480,,51594.000,193415.000,204490.000,132670.000,3.000,7.000,3.000
101,450087000094,2015,450087000094,4500870,45,2846690,4429660.890,,18352.000,373966.000,632757.000,847197.000,1.000,13.000,9.000
102,450087001326,2015,450087001326,4500870,45,1538240,2437088.000,,63563.000,298233.000,324881.000,311741.000,3.000,12.000,4.000
103,450087001492,2015,450087001492,4500870,45,1215278,1661368.340,,89404.000,148405.000,208281.000,224901.000,4.000,7.000,3.000
104,450090000096,2015,450090000096,4500900,45,1973288,2499218.900,,130283.000,196239.500,199408.000,1999244.000,7.000,4.510,4.000
105,450090000097,2015,450090000097,4500900,45,1966754,2527186.400,,83059.000,242917.000,234456.000,689923.000,5.000,5.000,4.000
106,450090000099,2015,450090000099,4500900,45,1114987,1590524.700,,153819.000,163317.000,158401.000,174771.000,11.580,4.000,3.000
107,450090000101,2015,450090000101,4500900,45,1208796,1717784.900,,131025.000,157573.500,220390.000,612.000,7.000,3.450,4.000
108,450090000102,2015,450090000102,4500900,45,-2,-2.000,,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000
109,450090000103,2015,450090000103,4500900,45,899885,1235805.880,,20225.000,141524.280,174171.000,160576.000,1.000,3.340,2.000
110,450090000106,2015,450090000106,4500900,45,1323886,1846843.000,,152061.000,170644.500,200251.000,82630.000,8.100,3.500,4.000
111,450090000107,2015,450090000107,4500900,45,1793492,2365511.300,,112845.000,236375.800,222798.000,1743660.000,6.000,4.600,4.000
112,450090000108,2015,450090000108,4500900,45,4156193,5414711.580,,36601.000,430881.480,807412.000,107311.000,2.250,10.100,15.000
113,450090000109,2015,450090000109,4500900,45,1596647,2269001.660,,66922.000,231630.860,373801.000,148657.000,3.000,4.830,8.000
114,450090000110,2015,450090000110,4500900,45,2078034,2690855.180,,94979.000,247522.480,270319.000,115937.000,5.000,4.330,5.000
115,450090000113,2015,450090000113,4500900,45,3585647,4946884.200,,90355.000,438350.500,832531.000,300742.000,5.000,9.500,14.000
116,450090000687,2015,450090000687,4500900,45,2022082,2705997.800,,126954.000,316763.000,240198.000,133140.000,7.000,6.000,4.000
117,450090000690,2015,450090000690,4500900,45,1558664,2231681.500,,155124.000,293458.200,224435.000,172997.000,8.000,5.400,4.000
118,450090001206,2015,450090001206,4500900,45,1400592,1871313.000,,98394.000,175415.000,196912.000,162793.000,6.000,4.000,5.000
119,450090001515,2015,450090001515,4500900,45,-2,-2.000,,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000
120,450090001573,2015,450090001573,4500900,45,2056753,2614985.500,,30277.000,254267.500,273688.000,65518.000,1.000,4.500,5.000
121,450090001574,2015,450090001574,4500900,45,1246880,1625268.000,,0.000,159043.000,182744.000,224449.000,0.000,3.000,3.000
122,450090001575,2015,450090001575,4500900,45,1898109,2604840.040,,63240.000,227960.040,415531.000,224505.000,4.000,4.340,6.000
123,450090001576,2015,450090001576,4500900,45,1390873,2005156.400,,196674.000,205508.000,212101.000,151146.000,11.000,4.000,4.000
124,450090001602,2015,450090001602,4500900,45,333416,445908.000,,0.000,0.000,112492.000,234172.000,0.000,0.000,2.000
125,450093000119,2015,450093000119,4500930,45,1439390,2021813.030,,155208.860,296677.520,130536.320,94142.000,6.000,6.000,2.000
126,450093000120,2015,450093000120,4500930,45,788760,1201116.290,,63620.600,176824.940,156909.880,25019.000,3.000,4.000,3.000
127,450093001609,2015,450093001609,4500930,45,2082024,2235015.450,,152990.850,287300.360,246145.050,74881.000,11.450,7.000,3.000
128,450096000122,2015,450096000122,4500960,45,865652,1184694.540,,6996.720,217601.760,80580.000,3697411.000,1.000,5.450,1.000
129,450096000123,2015,450096000123,4500960,45,472007,730479.030,,0.000,74966.640,77697.120,326177.000,0.000,4.000,1.000
130,450096001426,2015,450096001426,4500960,45,665451,984762.230,,86131.920,99256.080,77697.120,326177.000,7.000,4.500,1.000
131,450102000124,2015,450102000124,4501020,45,858722,1104842.860,,48910.380,92600.790,93942.380,178846.000,4.000,2.330,2.000
132,450102000125,2015,450102000125,4501020,45,151817,299747.120,,11520.080,5076.480,49296.080,130266.000,1.000,0.330,1.500
133,450102000126,2015,450102000126,4501020,45,799949,1179943.500,,19291.000,273701.300,110361.760,304187.000,1.000,3.330,1.500
134,450105000128,2015,450105000128,4501050,45,1400851,2158998.000,,74072.000,199944.000,94733.000,58171.000,4.000,3.000,1.000
135,450105000129,2015,450105000129,4501050,45,1257060,1257060.000,,0.000,147828.000,111354.000,150295.000,0.000,2.500,1.000
136,450105001327,2015,450105001327,4501050,45,898468,1474241.000,,0.000,179972.000,105600.000,46303.000,0.000,3.000,1.000
137,450108000130,2015,450108000130,4501080,45,1690266,2252708.400,,385674.480,128558.160,48209.310,315834.000,24.000,8.000,3.000
138,450108000131,2015,450108000131,4501080,45,1245415,1625994.780,,139399.840,104549.880,34849.960,243191.000,8.000,6.000,2.000
139,450108000132,2015,450108000132,4501080,45,2138811,2830616.980,,15943160.320,110286.900,132846.490,691805.000,8.800,6.090,7.330
140,450108001163,2015,450108001163,4501080,45,1209092,120909218.900,,148070.090,63458.610,42305.740,224963.000,7.000,3.000,2.000
141,450111000047,2015,450111000047,4501110,45,1448010,2383274.810,,120419.130,533121.590,150369.750,131354.000,6.000,5.000,2.000
142,450111000135,2015,450111000135,4501110,45,1792763,2930284.130,,135450.700,667053.980,163045.890,171970.000,6.000,8.000,2.000
143,450111000136,2015,450111000136,4501110,45,1676780,2673364.090,,144164.150,556492.390,153384.730,142542.000,7.000,6.000,2.000
144,450111000140,2015,450111000140,4501110,45,1090875,2055558.910,,71852.510,566091.320,156977.180,169762.000,5.000,6.000,2.000
145,450111000141,2015,450111000141,4501110,45,1436137,2331578.550,,90554.600,507972.050,164362.960,132551.000,4.000,5.000,2.000
146,450111000142,2015,450111000142,4501110,45,856414,1695655.540,,56838.340,511486.170,159359.040,111557.000,3.000,7.000,2.000
147,450111000143,2015,450111000143,4501110,45,2058441,3534982.740,,136070.960,806736.140,237235.150,296499.000,7.000,9.000,3.000
148,450111000145,2015,450111000145,4501110,45,1292951,2355311.730,,185779.570,510629.800,155801.170,210150.000,9.000,6.000,2.000
149,450111000147,2015,450111000147,4501110,45,3929892,6457011.630,,100039.940,1486904.160,407780.430,532395.000,5.000,12.000,6.000
150,450111000149,2015,450111000149,4501110,45,2497139,4378497.570,,47605.260,1063686.720,267283.480,502782.000,3.000,9.000,4.000
151,450111000270,2015,450111000270,4501110,45,1646375,2637328.840,,108580.110,578105.670,170103.230,134164.000,6.000,6.000,2.000
152,450111000392,2015,450111000392,4501110,45,1397958,2827312.540,,128077.700,764048.940,235410.730,301816.000,6.000,8.000,3.000
153,450111000418,2015,450111000418,4501110,45,1985816,3291619.410,,128736.860,678433.350,222131.710,276500.000,8.000,7.000,3.000
154,450111000420,2015,450111000420,4501110,45,3238946,5130194.730,,89584.190,1046063.680,299958.830,455641.000,4.000,10.000,4.000
155,450111000422,2015,450111000422,4501110,45,1112914,2355312.490,,85129.730,629315.630,157267.970,370684.000,3.000,7.000,2.000
156,450111000547,2015,450111000547,4501110,45,1591137,3031419.720,,58080.440,839530.610,229961.870,312709.000,4.000,9.000,3.000
157,450111000819,2015,450111000819,4501110,45,1932652,3206262.080,,155965.400,613820.500,167302.430,336521.000,9.000,7.000,2.000
158,450111000941,2015,450111000941,4501110,45,1103600,2228456.490,,343515.300,479301.640,161961.420,140077.000,16.000,5.000,2.000
159,450111000942,2015,450111000942,4501110,45,2656613,4154936.310,,56736.670,782166.860,235087.790,424331.000,2.000,7.000,3.000
160,450111000943,2015,450111000943,4501110,45,3577480,5105141.310,,101384.000,817803.900,225230.830,383241.000,5.000,9.000,3.000
161,450111001165,2015,450111001165,4501110,45,3949760,6343753.290,,132413.470,1455025.110,367232.950,439321.000,4.000,13.000,5.000
162,450111001350,2015,450111001350,4501110,45,3733828,5946879.340,,68145.600,1235710.150,338490.260,570704.000,4.000,12.000,5.000
163,450111001360,2015,450111001360,4501110,45,1531506,3075386.440,,61507.040,891417.200,232009.840,358945.000,2.000,9.000,3.000
164,450111001361,2015,450111001361,4501110,45,2703458,4568148.830,,83432.060,1028388.090,303986.910,448883.000,3.000,10.000,4.000
165,450111001530,2015,450111001530,4501110,45,1823006,5479275.350,,206813.120,128307.010,368000.500,496579.000,8.000,3.680,5.000
166,450111001538,2015,450111001538,4501110,45,2044565,3362211.290,,165128.270,632967.920,167756.160,351793.000,8.000,8.000,2.000
167,450111001549,2015,450111001549,4501110,45,2198114,3720934.370,,146757.150,716317.710,240400.210,419344.000,8.000,6.000,3.000
168,450111001550,2015,450111001550,4501110,45,1521893,3055712.270,,46720.540,888729.000,184549.250,413820.000,7.000,8.000,3.000
169,450111001552,2015,450111001552,4501110,45,2763507,4552098.980,,87978.700,972669.810,321397.520,406545.000,4.000,10.000,4.000
170,450111001630,2015,450111001630,4501110,45,2385268,4010151.540,,119190.210,867383.980,228661.210,409647.000,5.000,10.000,3.000
171,450111001659,2015,450111001659,4501110,45,636575,1060632.490,,65899.350,196706.910,113073.120,48377.000,2.000,2.000,1.000
172,450111001662,2015,450111001662,4501110,45,2447876,4366625.570,,193593.770,727082.540,229021.300,769051.000,10.000,8.000,3.000
173,450117000003,2015,450117000003,4501170,45,1911757,2715834.000,,52592.000,390087.000,239837.000,253255.000,3.000,15.000,3.000
174,450117000035,2015,450117000035,4501170,45,2260171,3515563.880,,290513.070,652916.750,240132.720,301355.000,17.000,19.800,3.000
175,450117000082,2015,450117000082,4501170,45,1460690,2649678.340,,55456.000,400703.310,165678.000,46090.000,3.000,8.000,2.000
176,450117000154,2015,450117000154,4501170,45,1847258,2677109.210,,202956.430,379494.220,163306.540,200021.000,0.130,0.130,0.200
177,450117000155,2015,450117000155,4501170,45,2123292,2123292.960,,193123.510,404164.280,166831.920,211366.000,10.000,12.000,2.000
178,450117000156,2015,450117000156,4501170,45,1135238,1842935.200,,91555.340,291474.410,172303.360,134779.000,5.000,6.000,2.000
179,450117000157,2015,450117000157,4501170,45,2108605,2607481.000,,99776.000,209719.000,189384.000,17890.000,8.000,7.000,2.000
180,450117000158,2015,450117000158,4501170,45,2177564,3276604.000,,327160.950,493417.050,278462.000,443044.000,14.000,19.000,4.000
181,450117000160,2015,450117000160,4501170,45,2379936,3710811.580,,114504.470,803138.500,238742.880,446827.000,4.000,9.000,3.000
182,450117000161,2015,450117000161,4501170,45,572330,1212356.360,,65323.200,388400.630,156601.200,121693.000,3.000,11.000,2.000
183,450117000162,2015,450117000162,4501170,45,1986758,3042082.930,,178231.300,427979.960,165967.920,263221.000,10.000,15.000,2.000
184,450117000165,2015,450117000165,4501170,45,1443179,2066431.830,,123157.090,370376.850,172207.200,192924.000,10.000,3.000,2.000
185,450117000166,2015,450117000166,4501170,45,2802578,3752144.060,,214221.000,465732.450,237811.920,307457.000,12.000,18.000,3.000
186,450117000167,2015,450117000167,4501170,45,1342092,1954483.220,,31580.160,378377.480,155788.000,156395.000,2.000,11.000,2.000
187,450117000169,2015,450117000169,4501170,45,2306871,3261236.760,,104685.850,534075.770,246896.880,280479.000,6.000,15.100,3.000
188,450117000171,2015,450117000171,4501170,45,2596547,3890157.310,,194776.900,778134.320,307719.840,651021.000,12.000,18.000,4.000
189,450117000172,2015,450117000172,4501170,45,902411,1526343.230,,48835.720,350578.400,178765.920,2445038.000,3.000,12.000,2.000
190,450117000173,2015,450117000173,4501170,45,1957310,2103403.130,,74585.040,253157.990,237114.960,232974.000,7.000,4.000,3.000
191,450117000174,2015,450117000174,4501170,45,4242263,6023898.160,,78781.820,1270041.210,403098.240,553207.000,5.000,33.000,5.000
192,450117000176,2015,450117000176,4501170,45,1569549,2433885.220,,123372.530,548551.900,93000.000,134110.000,6.000,12.000,1.000
193,450117000177,2015,450117000177,4501170,45,5348366,7815209.710,,143136.720,1520470.440,646594.400,710009.000,8.000,12.500,6.000
194,450117000178,2015,450117000178,4501170,45,3097608,4777658.510,,92327.270,1110344.350,343603.920,424442.000,5.000,26.000,4.000
195,450117000423,2015,450117000423,4501170,45,3068247,4024554.350,,223200.960,483656.500,249449.040,305896.000,13.000,14.000,3.000
196,450117000704,2015,450117000704,4501170,45,2016477,3082189.880,,309223.710,446235.720,225952.960,226258.000,17.000,15.100,3.000
197,450117000822,2015,450117000822,4501170,45,2629616,3790162.570,,254503.800,464103.910,313269.120,254261.000,21.000,13.000,4.000
198,450117001158,2015,450117001158,4501170,45,1183291,1893364.030,,36741.840,406097.840,244019.650,134482.000,3.000,11.100,2.000
199,450117001159,2015,450117001159,4501170,45,1240274,1897622.820,,64913.670,402742.670,163950.930,125758.000,3.000,11.000,2.000
200,450117001161,2015,450117001161,4501170,45,1548729,2244209.220,,108591.360,388866.710,151416.560,193268.000,8.000,13.000,2.000
201,450117001166,2015,450117001166,4501170,45,1795722,2663928.440,,62295.120,535677.020,252241.920,198667.000,4.000,17.100,3.000
202,450117001207,2015,450117001207,4501170,45,2805743,3884272.000,,79273.110,721877.870,246588.960,368372.000,5.000,21.100,4.000
203,450117001208,2015,450117001208,4501170,45,926327,1549375.790,,74027.040,457918.110,64974.000,180614.000,4.000,12.100,1.000
204,450117001209,2015,450117001209,4501170,45,5747786,5747786.150,,22255200.000,479272.490,65802249.000,232772.000,14.000,14.500,2.000
205,450117001210,2015,450117001210,4501170,45,2754329,3650728.870,,85312.870,514664.770,259362.480,296213.000,5.000,14.100,3.000
206,450117001351,2015,450117001351,4501170,45,5648916,5801837.500,,149600.000,1465258.700,584086.000,650183.000,10.000,11.000,7.000
207,450117001403,2015,450117001403,4501170,45,1406470,2014950.590,,38008.910,398137.510,156333.620,160143.000,2.000,14.000,2.000
208,450117001472,2015,450117001472,4501170,45,3586390,4768936.810,,225240.920,588340.790,318822.000,467930.000,14.000,22.000,4.000
209,450117001523,2015,450117001523,4501170,45,4445253,5215813.000,,120067.000,698701.350,495173.000,174624.000,8.000,33.500,6.000
210,450117001537,2015,450117001537,4501170,45,2002332,2864125.370,,171798.890,454316.890,145927.920,238852.000,12.000,14.000,2.000
211,450117001556,2015,450117001556,4501170,45,184010,406442.910,,16302.090,3872530.000,102082.080,39415.000,1.000,1.000,1.000
212,450117001608,2015,450117001608,4501170,45,1875106,2686126.970,,73847.040,450496.060,223138.990,275552.000,4.000,14.100,3.000
213,450117001658,2015,450117001658,4501170,45,1486466,2167373.370,,137631.700,354420.890,163704.190,150402.000,8.000,11.100,2.000
214,450117099997,2015,,,45,480397,863140.000,,21417.000,218464.000,142862.000,25347.000,1.000,5.000,1.500
215,450125000187,2015,450125000187,4501250,45,1092211,1788262.340,,26344.610,357677.940,312027.950,361001.000,1.000,7.600,5.810
