,crdc_id,fips,year,ncessch,leaid,grade,race,sex,disability,lep,students_retained
328,450000201597,45,2017,450000201597,4500002,12,6,2,99,99,-2.0
329,450000201597,45,2017,450000201597,4500002,12,6,99,99,99,
330,450000201597,45,2017,450000201597,4500002,12,7,1,99,99,-2.0
331,450000201597,45,2017,450000201597,4500002,12,7,2,99,99,-2.0
332,450000201597,45,2017,450000201597,4500002,12,7,99,99,99,
333,450000201597,45,2017,450000201597,4500002,12,99,1,99,99,-2.0
334,450000201597,45,2017,450000201597,4500002,12,99,2,99,99,-2.0
335,450000201597,45,2017,450000201597,4500002,12,99,99,99,99,
336,450000201600,45,2017,450000201600,4500002,12,1,1,99,99,-2.0
337,450000201600,45,2017,450000201600,4500002,12,1,2,99,99,-2.0
338,450000201600,45,2017,450000201600,4500002,12,1,99,99,99,
339,450000201600,45,2017,450000201600,4500002,12,2,1,99,99,-2.0
340,450000201600,45,2017,450000201600,4500002,12,2,2,99,99,-2.0
341,450000201600,45,2017,450000201600,4500002,12,2,99,99,99,
342,450000201600,45,2017,450000201600,4500002,12,3,1,99,99,-2.0
343,450000201600,45,2017,450000201600,4500002,12,3,2,99,99,-2.0
344,450000201600,45,2017,450000201600,4500002,12,3,99,99,99,
345,450000201600,45,2017,450000201600,4500002,12,4,1,99,99,-2.0
346,450000201600,45,2017,450000201600,4500002,12,4,2,99,99,-2.0
347,450000201600,45,2017,450000201600,4500002,12,4,99,99,99,
348,450000201600,45,2017,450000201600,4500002,12,5,1,99,99,-2.0
349,450000201600,45,2017,450000201600,4500002,12,5,2,99,99,-2.0
350,450000201600,45,2017,450000201600,4500002,12,5,99,99,99,
351,450000201600,45,2017,450000201600,4500002,12,6,1,99,99,-2.0
352,450000201600,45,2017,450000201600,4500002,12,6,2,99,99,-2.0
353,450000201600,45,2017,450000201600,4500002,12,6,99,99,99,
354,450000201600,45,2017,450000201600,4500002,12,7,1,99,99,-2.0
355,450000201600,45,2017,450000201600,4500002,12,7,2,99,99,-2.0
356,450000201600,45,2017,450000201600,4500002,12,7,99,99,99,
357,450000201600,45,2017,450000201600,4500002,12,99,1,99,99,-2.0
358,450000201600,45,2017,450000201600,4500002,12,99,2,99,99,-2.0
359,450000201600,45,2017,450000201600,4500002,12,99,99,99,99,
360,450000401226,45,2017,450000401226,4500004,12,1,1,99,99,0.0
361,450000401226,45,2017,450000401226,4500004,12,1,2,99,99,0.0
362,450000401226,45,2017,450000401226,4500004,12,1,99,99,99,0.0
363,450000401226,45,2017,450000401226,4500004,12,2,1,99,99,1.0
364,450000401226,45,2017,450000401226,4500004,12,2,2,99,99,2.0
365,450000401226,45,2017,450000401226,4500004,12,2,99,99,99,3.0
366,450000401226,45,2017,450000401226,4500004,12,3,1,99,99,0.0
367,450000401226,45,2017,450000401226,4500004,12,3,2,99,99,0.0
368,450000401226,45,2017,450000401226,4500004,12,3,99,99,99,0.0
369,450000401226,45,2017,450000401226,4500004,12,4,1,99,99,0.0
370,450000401226,45,2017,450000401226,4500004,12,4,2,99,99,0.0
371,450000401226,45,2017,450000401226,4500004,12,4,99,99,99,0.0
372,450000401226,45,2017,450000401226,4500004,12,5,1,99,99,0.0
373,450000401226,45,2017,450000401226,4500004,12,5,2,99,99,0.0
374,450000401226,45,2017,450000401226,4500004,12,5,99,99,99,0.0
375,450000401226,45,2017,450000401226,4500004,12,6,1,99,99,0.0
376,450000401226,45,2017,450000401226,4500004,12,6,2,99,99,0.0
377,450000401226,45,2017,450000401226,4500004,12,6,99,99,99,0.0
378,450000401226,45,2017,450000401226,4500004,12,7,1,99,99,0.0
379,450000401226,45,2017,450000401226,4500004,12,7,2,99,99,0.0
380,450000401226,45,2017,450000401226,4500004,12,7,99,99,99,0.0
381,450000401226,45,2017,450000401226,4500004,12,99,1,99,99,1.0
382,450000401226,45,2017,450000401226,4500004,12,99,2,99,99,2.0
383,450000401226,45,2017,450000401226,4500004,12,99,99,99,99,3.0
384,450000401227,45,2017,450000401227,4500004,12,1,1,99,99,0.0
385,450000401227,45,2017,450000401227,4500004,12,1,2,99,99,0.0
386,450000401227,45,2017,450000401227,4500004,12,1,99,99,99,0.0
